ttxid,certificate_number,ownership_name,dba_name,full_business_address,city,state,business_zip,dba_start_date,dba_end_date,location_start_date,location_end_date,mailing_address_1
0132901-01-001,132901,Anthony Salumbides-A Lourdes,536-538 Lyon Apts,536 Lyon St,San Francisco,CA,94117.0,1981-01-01T00:00:00.000,,1981-01-01T00:00:00.000,,999 Gellert Blvd
0132999-01-001,132999,Wong Shui M,3368-3370 19th St Bldg,3368 19th St,San Francisco,CA,94110.0,1981-11-19T00:00:00.000,,1981-11-19T00:00:00.000,,232 Paris St
0133013-01-001,133013,Gagliardi Frank,506 Shotwell Apts,506 Shotwell St,San Francisco,CA,94110.0,1978-02-28T00:00:00.000,,1978-02-28T00:00:00.000,,3355 22nd St
0133013-02-001,133013,Gagliardi Frank,3460 16th St Apts,3460 16th St,San Francisco,CA,94114.0,1978-02-28T00:00:00.000,,1989-12-31T00:00:00.000,,3355 22nd St
0133013-03-001,133013,Gagliardi Frank,3359-3361 11nd St Apts,3359 22nd St,San Francisco,CA,94110.0,1978-02-28T00:00:00.000,,1992-10-15T00:00:00.000,,3355 22nd St
0133063-01-001,133063,Bruns John W & Janice M,1961 Jefferson Apts,1961 Jefferson St,San Francisco,CA,94123.0,1981-09-29T00:00:00.000,,1981-09-29T00:00:00.000,,0000 Undeliverable Mail
0133069-01-001,133069,Moriarty Steve Etal,607 Corbett Apts,607 Corbett Ave,San Francisco,CA,94114.0,1978-01-06T00:00:00.000,,1978-01-06T00:00:00.000,,4340 Redwood Hwy Ste 152
0133103-01-001,133103,Perez Miguel,928-940 Valencia Rentals,928 Valencia St,San Francisco,CA,94110.0,1984-01-01T00:00:00.000,,1984-01-01T00:00:00.000,,906 Larkspur Dr
0133103-02-001,133103,Perez Miguel,14 Liberty St Apartments,14 Liberty St,San Francisco,CA,94110.0,1984-01-01T00:00:00.000,,1984-01-01T00:00:00.000,,906 Larkspur Dr
0133103-03-001,133103,Perez Miguel,2261-2263 Mission Building,2261 Mission St,San Francisco,CA,94110.0,1984-01-01T00:00:00.000,,1984-01-01T00:00:00.000,,906 Larkspur Dr
0133103-04-001,133103,Perez Miguel,934-38 Valencia St Bldg,934 Valencia St #38,San Francisco,CA,94110.0,1984-01-01T00:00:00.000,,1985-05-09T00:00:00.000,,906 Larkspur Dr
0133123-01-001,133123,Francis J Offermann IIi,Indoor Environmental Engine'ng,1448 Pine St Ste 103,San Francisco,CA,94109.0,1981-12-08T00:00:00.000,,1994-01-01T00:00:00.000,,1448 Pine St Ste 103
0133129-01-001,133129,Mitchell Ted Etal,Delagnes Mitchell & Linder,300 Montgomery St Ste 1050,San Francisco,CA,94104.0,1981-10-01T00:00:00.000,,1994-01-01T00:00:00.000,,300 Montgomery St Ste 1050
0133140-02-001,133140,Triple C Foods Inc,1116 Quesada Av Building,1116 Quesada Ave,San Francisco,CA,94124.0,1981-12-16T00:00:00.000,,1988-01-01T00:00:00.000,,1465 Factor Ave
0133157-01-001,133157,Emery Robert,1278-1282 Page Apts,1278 Page St,San Francisco,CA,94117.0,1980-09-30T00:00:00.000,,1980-09-30T00:00:00.000,,1388 Haight St Unit 237
0133188-01-001,133188,Kikuta Keiko,Kabuki Beauty Salon,771 Bush St,San Francisco,CA,94108.0,1981-12-11T00:00:00.000,,2004-10-15T00:00:00.000,,771 Bush St
0133258-01-002,133258,Lee Romon,Roman Lee Jeweler Repair Co,833 Market St Ste 510,San Francisco,CA,94103.0,1981-12-18T00:00:00.000,,2013-02-01T00:00:00.000,,833 Market St Ste 510
0133288-01-001,133288,Annie K Kim,Roni Jewel,1 Daniel Burnham Ct Apt 421,San Francisco,CA,94109.0,1982-01-01T00:00:00.000,,2000-02-01T00:00:00.000,,1 Daniel Burnham Ct Apt 421
0133396-01-001,133396,Chin David J & Carrie Ann Eta,29-35 Belcher,29 Belcher St,San Francisco,CA,94114.0,1982-01-01T00:00:00.000,,1982-01-01T00:00:00.000,,2520 16th Ave
0133420-01-001,133420,Wang Paul C & Claire H,2620 Judah St Building,2620 Judah St,San Francisco,CA,94122.0,1982-01-01T00:00:00.000,,1982-01-01T00:00:00.000,,2620 Judah St
0133435-03-001,133435,Bgs Co,2300 Pacific Apartments,2300 Pacific Ave,San Francisco,CA,94115.0,2011-12-11T00:00:00.000,,2011-12-12T00:00:00.000,,714 Van Ness Ave
0133534-01-001,133534,Quayle Marky Lynn,Quayle & Co Awnings,2514 3rd St,San Francisco,CA,94107.0,1981-07-01T00:00:00.000,,1981-07-01T00:00:00.000,,2380 Broadway St
0133534-02-001,133534,Quayle Marky Lynn,Bay Area Awnings,2514 3rd St,San Francisco,CA,94107.0,1981-07-01T00:00:00.000,,2000-07-12T00:00:00.000,,2380 Broadway St
0133534-03-001,133534,Quayle Marky Lynn,Quayle Marky Lynn,555 Illinois St,San Francisco,CA,94158.0,1981-07-01T00:00:00.000,,1989-01-01T00:00:00.000,,2380 Broadway St
0133544-01-001,133544,Naum Mariuca,Votre Beaute,3263 Sacramento St,San Francisco,CA,94115.0,1982-01-15T00:00:00.000,,1982-01-15T00:00:00.000,,3263 Sacramento St
0133555-01-001,133555,Chan Peter F/Linda L/Tracy L,1763-1771 Union St Building,1763 Union St,San Francisco,CA,94123.0,1982-01-01T00:00:00.000,,1982-01-01T00:00:00.000,,1767 Union St Apt 103
0133613-01-001,133613,Frank-Grossman Landscape Etc,Frank Grossman Landscape Etc,1400 Egbert Ave,San Francisco,CA,94124.0,1982-01-01T00:00:00.000,,1982-01-01T00:00:00.000,,3428 Arden Rd
0133613-02-001,133613,Frank-Grossman Landscape Etc,Bay Area Landscaping,1400 Egbert Ave,San Francisco,CA,94124.0,1982-01-01T00:00:00.000,,1982-01-01T00:00:00.000,,3428 Arden Rd
0133655-01-001,133655,Chu Nicholas Yuk-Yui,Npc Associates,1718 Clay St,San Francisco,CA,94109.0,1982-01-18T00:00:00.000,,1982-01-18T00:00:00.000,,1718 Clay St
0133703-01-001,133703,Bergero Yvonne M,2249 Beach St Apartments,2249 Beach St,San Francisco,CA,94123.0,1978-05-01T00:00:00.000,,1978-05-01T00:00:00.000,,136 Mesa Verde Way
0133811-01-001,133811,Stephen Katsutoshi & Takako,Ebisu Restaurant,1283 9th Ave,San Francisco,CA,94122.0,1982-01-27T00:00:00.000,,1982-01-27T00:00:00.000,,1283 9th Ave
0133821-02-001,133821,Aliotos Garage Inc,Aliotos Garage Inc,1835 Folsom St,San Francisco,CA,94103.0,1996-01-28T00:00:00.000,,1996-01-28T00:00:00.000,,1835 Folsom St
0133841-01-001,133841,Gonzalez Alfonso D,Gonzalez Alfonso D Dds,3988 Mission St,San Francisco,CA,94112.0,1981-10-22T00:00:00.000,,1981-10-22T00:00:00.000,,3988 Mission St
0133871-01-001,133871,Sun Northwest Corp,Sun Northwest Corp,326 26th Ave,San Francisco,CA,94121.0,1982-01-29T00:00:00.000,,1982-01-29T00:00:00.000,,20 Pebble Beach Dr
0133880-01-001,133880,Hart Gerald K,Hart Productions,780 Bryant St,San Francisco,CA,94107.0,1982-02-01T00:00:00.000,,1982-02-01T00:00:00.000,,780 Bryant St
0133881-01-001,133881,Hayes Auto Repairs Inc,Hayes Auto Repairs Inc,2401 Bush St,San Francisco,CA,94115.0,1982-01-01T00:00:00.000,,1982-01-01T00:00:00.000,,2401 Bush St
0133891-01-999,133891,Natl Construction Rentals Inc,Natl Rent A Fence Inc,10403 Glenoaks Bl,Brisbane Q4068,,,1982-02-01T00:00:00.000,,1982-02-01T00:00:00.000,,15319 Chatsworth St
0133891-02-999,133891,Natl Construction Rentals Inc,National Sanitation Co,10403 Glenoaks Blvd,Pacoima,CA,91331.0,1982-02-01T00:00:00.000,,1982-02-01T00:00:00.000,,15319 Chatsworth St
0133891-03-999,133891,Natl Construction Rentals Inc,National Power Pole,10403 Glenoaks Blvd,Pacoima,CA,91331.0,1982-02-01T00:00:00.000,,1982-02-01T00:00:00.000,,15319 Chatsworth St
0133891-04-999,133891,Natl Construction Rentals Inc,National Mobile Storages,10403 Glenoaks Blvd,Arleta,CA,91331.0,1982-02-01T00:00:00.000,,1982-02-01T00:00:00.000,,15319 Chatsworth St
0134038-01-001,134038,Shute Mihaly Etal,Shute Mihaly & Weinberger,396 Hayes St,San Francisco,CA,94102.0,1980-03-01T00:00:00.000,,1980-03-01T00:00:00.000,,396 Hayes St
0134091-01-001,134091,Jaber Anton & Janette,Anton Electric,4804 Mission St Ste 123,San Francisco,CA,94112.0,1982-02-09T00:00:00.000,,2004-02-27T00:00:00.000,,4804 Mission St Ste 123
0134091-03-001,134091,Jaber Anton & Janette,4804 Mission St Bldg,4804 Mission St Ste 123,San Francisco,CA,94112.0,1982-02-09T00:00:00.000,,1999-12-17T00:00:00.000,,4804 Mission St Ste 123
0134128-01-001,134128,Four Embarcadero Ctr Venture,Four Embarcadero Ctr Venture,4 Embarcadero Ctr Ste 1,San Francisco,CA,94111.0,1981-04-01T00:00:00.000,,1981-04-01T00:00:00.000,,4 Embarcadero Ctr Lbby Ste
0134137-01-001,134137,Hong Julie J,274 11th Av Apts,274 11th Ave,San Francisco,CA,94118.0,1979-11-12T00:00:00.000,,1979-11-12T00:00:00.000,,1060 Manzanita Dr
0134162-01-001,134162,Chan John K,Chantex,1487 35th Ave,San Francisco,CA,94122.0,1982-02-16T00:00:00.000,,1982-02-16T00:00:00.000,,1487 35th Ave
0134185-01-001,134185,Kings Bakery Inc,Kings Bakery Inc,2846 Mission St,San Francisco,CA,94110.0,1982-01-01T00:00:00.000,,1982-01-01T00:00:00.000,,2846 Mission St
0134201-01-001,134201,Hall Kelvin W/Kim Charlotte,Kelvin W Hall Dds,450 Sutter St Rm 1330,San Francisco,CA,94108.0,1982-01-01T00:00:00.000,,1982-01-01T00:00:00.000,,450 Sutter St Rm 1330
0134219-01-001,134219,Aguilar Gary L Md Inc,Aguilar Gary L Md Inc,909 Hyde St Ste 518,San Francisco,CA,94109.0,1982-02-26T00:00:00.000,,1982-02-26T00:00:00.000,,711 Van Ness Ave Ste 310
0134280-01-001,134280,Delsie Inc,Burger King,35 Powell St,San Francisco,CA,94102.0,1981-10-01T00:00:00.000,,1981-10-01T00:00:00.000,,35 Powell St
0134328-01-001,134328,Crawford Chung Md Inc,Chung Crawford Md Inc,3838 California St Rm 508,San Francisco,CA,94118.0,1981-01-01T00:00:00.000,,2010-01-01T00:00:00.000,,3838 California St Rm 508
0134378-01-001,134378,Miguel Inc,La Taqueria,2889 Mission St,San Francisco,CA,94110.0,1981-01-01T00:00:00.000,,1981-01-01T00:00:00.000,,2889 Mission St
0134398-01-001,134398,Dean Duncan Dds Inc,Duncan Dean L Dds Inc,48 Vicente St Ste 2,San Francisco,CA,94127.0,1982-01-01T00:00:00.000,,1982-01-01T00:00:00.000,,48 Vicente St Ste 2
0134409-01-001,134409,Kwok-Shing Import Export Inc,Kwok Shing Import Export Inc,1150 Thomas Ave,San Francisco,CA,94124.0,1981-01-01T00:00:00.000,,2010-01-01T00:00:00.000,,1150 Thomas Ave
0134445-01-001,134445,Village Green Assocs,1690 Broadway Apts,1690 Broadway,San Francisco,CA,94109.0,1981-01-01T00:00:00.000,,1981-01-01T00:00:00.000,,222 Front St Fl 7
0134445-01-002,134445,Village Green Assocs,1690 Broadway Apts,1690 Broadway,San Francisco,CA,94109.0,1981-01-01T00:00:00.000,,2012-10-01T00:00:00.000,,222 Front St Fl 7
0134445-02-001,134445,Village Green Assocs,Grosvenor Atrium,1690 Broadway,San Francisco,CA,94109.0,1981-01-01T00:00:00.000,,1981-01-01T00:00:00.000,,222 Front St Fl 7
0134446-01-001,134446,Mariners Island Investors,2055 Sacramento Apts,2055 Sacramento St,San Francisco,CA,94109.0,1981-01-01T00:00:00.000,,1981-01-01T00:00:00.000,,222 Front St Fl 7
0134446-02-001,134446,Mariners Island Investors,Grosvenor Court,2055 Sacramento St,San Francisco,CA,94109.0,1981-01-01T00:00:00.000,,1981-01-01T00:00:00.000,,222 Front St Fl 7
0134448-01-001,134448,Kim Hyo J Md-Prof Corp,Kim Hyo J Md-Prof Corp,2136 Sutter St,San Francisco,CA,94115.0,1993-11-01T00:00:00.000,,2011-03-01T00:00:00.000,,12 Stonegate Ct
0134491-02-999,134491,Bashland Inc,Bashland Inc,4065 Horton St,Emeryville,CA,94608.0,1982-01-01T00:00:00.000,,2011-10-01T00:00:00.000,,4065 Horton St
0134493-01-001,134493,Pier 39 Ltd Partnership,Pier 39,Pier 39,San Francisco,CA,94111.0,1981-08-11T00:00:00.000,,1981-08-11T00:00:00.000,,Po Box 193730
0134499-01-001,134499,Ho Properties Inc,3734-3736 Fillmore Apts,3734 Fillmore St,San Francisco,CA,94123.0,1978-01-13T00:00:00.000,,1978-01-13T00:00:00.000,,388 Market St 1068 Ste
0134499-03-001,134499,Ho Properties Inc,50 Capra Apts,50 Capra Way,San Francisco,CA,94123.0,1978-01-13T00:00:00.000,,1981-06-01T00:00:00.000,,388 Market St 1068 Ste
0134499-04-001,134499,Ho Properties Inc,50 Capra Wy Laundry,50 Capra Way,San Francisco,CA,94123.0,1978-01-13T00:00:00.000,,1987-01-01T00:00:00.000,,388 Market St 1068 Ste
0134499-05-001,134499,Ho Properties Inc,Pine St Apts,1 Pine St Apt 2509,San Francisco,CA,94111.0,1978-01-13T00:00:00.000,,1978-01-13T00:00:00.000,,388 Market St 1068 Ste
0134538-01-001,134538,Allrich Investment Corp,Allrich Investment Corp,44 Montgomery St Ste 1200,San Francisco,CA,94104.0,1981-09-02T00:00:00.000,,2001-10-02T00:00:00.000,,8 3rd Ave
0134680-01-001,134680,Lui Frederick W,Wing,2302 Fillmore St,San Francisco,CA,94115.0,1982-03-15T00:00:00.000,,2001-05-01T00:00:00.000,,2302 Fillmore St
0134680-02-001,134680,Lui Frederick W,2580 Polk St Apartments,2580 Polk St,San Francisco,CA,94109.0,1982-03-15T00:00:00.000,,1987-02-20T00:00:00.000,,2302 Fillmore St
0134681-03-001,134681,Mccarthy Denis,29 - 31 Noe St,29 Noe St,San Francisco,CA,94114.0,1982-03-15T00:00:00.000,,2007-03-01T00:00:00.000,,2455 26th Ave
0134689-01-001,134689,Cruz Godofredo D,Cruz Watch & Jeweler Repair,3297 22nd St,San Francisco,CA,94110.0,1982-03-14T00:00:00.000,,1995-01-01T00:00:00.000,,0000 Undeliverable Mail
0134792-01-001,134792,Kwan Chuk W Md Inc,Chuk W Kwan Md Inc,929 Clay St,San Francisco,CA,94108.0,1982-01-01T00:00:00.000,,1982-01-01T00:00:00.000,,929 Clay St
0134909-01-001,134909,Jweinat Manhal,Higher Grounds Coffee House,691 Chenery St,San Francisco,CA,94131.0,1982-03-01T00:00:00.000,,1982-03-01T00:00:00.000,,691 Chenery St
0134909-02-001,134909,Jweinat Manhal,Manzoni,2790 Diamond St,San Francisco,CA,94131.0,1982-03-01T00:00:00.000,,2008-10-01T00:00:00.000,,691 Chenery St
0134930-01-001,134930,Yee Chuck Coon & Ngan Oi Etal,546 27th Av Apts,546 27th Ave Apt 2,San Francisco,CA,94121.0,1982-01-01T00:00:00.000,,1982-01-01T00:00:00.000,,546 27th Ave Apt 4
0135029-01-001,135029,Young Marian Etal,1630 Jones Apts,1630 Jones St,San Francisco,CA,94109.0,1982-01-01T00:00:00.000,,1982-01-01T00:00:00.000,,1335 Washington St Apt 11
0135252-01-001,135252,Mcgary John H,Real Estate Service,980 Minnesota St Ste D,San Francisco,CA,94107.0,1982-04-15T00:00:00.000,,1982-04-15T00:00:00.000,,980 Minnesota St Ste D
0135252-02-001,135252,Mcgary John H,Real Estate & Insurance Srvcs,980 Minnesota St Ste C,San Francisco,CA,94107.0,1982-04-15T00:00:00.000,,2013-03-22T00:00:00.000,,980 Minnesota St Ste D
0135281-01-001,135281,Kemble Brian S,Brian S Kemble,2659 Post St,San Francisco,CA,94115.0,1982-04-19T00:00:00.000,,1982-04-19T00:00:00.000,,2659 Post St
0135290-01-001,135290,Day Michael H,Data Services,3365 Sacramento St Apt 310,San Francisco,CA,94118.0,1982-04-16T00:00:00.000,,1982-04-16T00:00:00.000,,2032 Middlefield Rd
0135298-03-001,135298,Daniel Sui Chan,Daniel Sui Chan Insurance Agcy,565 5th Ave,San Francisco,CA,94118.0,1982-04-16T00:00:00.000,,2013-03-01T00:00:00.000,,565 5th Ave
0135396-01-001,135396,Fong Hanlon J,Fong Hanlon,2000 Van Ness Ave,San Francisco,CA,94109.0,1982-05-01T00:00:00.000,,1982-05-01T00:00:00.000,,459 12th Ave
0135422-01-001,135422,Cushion Works Inc,Cushion Works Inc,3320 18th St,San Francisco,CA,94110.0,1982-05-01T00:00:00.000,,1982-05-01T00:00:00.000,,3320 18th St
0135472-01-001,135472,Saddul Oscar Allado Md Inc,Dr Oscar Allado Saddul-Md,2460 Mission St Ste 215,San Francisco,CA,94110.0,1982-05-15T00:00:00.000,,1982-05-15T00:00:00.000,,2460 Mission St 217 Ste
0135549-05-001,135549,Sasco,Sasco,Pier 28 At Embarcadero 2/F,San Francisco,CA,94105.0,1981-01-13T00:00:00.000,,2009-01-01T00:00:00.000,,2750 Moore Ave
0135666-01-001,135666,Lee Fred & Josephine,3232 Buchanan Apts,3232 Buchanan St,San Francisco,CA,94123.0,1982-10-01T00:00:00.000,,1982-10-01T00:00:00.000,,1859 Greenwich St
0135783-01-001,135783,Cheshire Mary E,Cheshire Manor,1168 Greenwich St,San Francisco,CA,94109.0,1982-05-12T00:00:00.000,,1982-05-12T00:00:00.000,,5325 Retreat Way
0135787-01-001,135787,Fitzgerald Paul A Md Inc,Fitzgerald Paul A Md Inc,350 Parnassus Ave Ste 710,San Francisco,CA,94117.0,1980-01-01T00:00:00.000,,1980-01-01T00:00:00.000,,350 Parnassus Ave Ste 710
0135828-01-001,135828,Empire Group The Corp,Empire Group The,155 Sansome St Ste 850,San Francisco,CA,94104.0,1982-01-01T00:00:00.000,,1982-01-01T00:00:00.000,,155 Sansome St Ste 850
0135985-01-001,135985,Sf Board Of Realtors,Sn Francisco Asscn Of Realtors,301 Grove St,San Francisco,CA,94102.0,1981-01-01T00:00:00.000,,1981-01-01T00:00:00.000,,301 Grove St
0136032-01-001,136032,Butler Henry A,Valesco Complete Janitor Serv,10 Augusta St,San Francisco,CA,94124.0,1982-01-01T00:00:00.000,,1997-01-01T00:00:00.000,,10 Augusta St
0136037-01-001,136037,Cal Model & Design Group Inc,Cal Model & Design Group Inc,1450 Mariposa St,San Francisco,CA,94107.0,1982-01-01T00:00:00.000,,1982-01-01T00:00:00.000,,1450 Mariposa St
0136111-01-001,136111,Gerber Richard Md-Inc.,Gerber Richard Md-A Prof Corp,2250 Hayes St Ste 206,San Francisco,CA,94117.0,1982-01-01T00:00:00.000,,2005-02-15T00:00:00.000,,2250 Hayes St Ste 206
0136186-01-001,136186,Amer Chinese Acptr Clinc Inc,Amer Chinese Acptr Clinic Inc,855 Stockton St Ste B,San Francisco,CA,94108.0,1982-07-01T00:00:00.000,,1982-07-01T00:00:00.000,,855 Stockton St Ste B
0136205-01-001,136205,Roth Charles W,Roth Charles W Cpa,385 Hayes St,San Francisco,CA,94102.0,1982-04-16T00:00:00.000,,1982-04-16T00:00:00.000,,385 Hayes St
