ttxid,certificate_number,ownership_name,dba_name,full_business_address,city,state,business_zip,dba_start_date,dba_end_date,location_start_date,location_end_date,mailing_address_1
0345757-01-999,345757,Home Depot Usa Inc The,The Home Depot #632,2001 Chess Dr,Pacifica,CA,94044,2001-05-10T00:00:00.000,,2001-05-10T00:00:00.000,,Po Box 105465
0345762-01-001,345762,Willson Jane M,Jane Consignment,2249 Clement St,San Francisco,CA,94121,2001-05-11T00:00:00.000,,2001-05-11T00:00:00.000,,2249 Clement St
0345791-01-999,345791,Mjm Investigations Inc,Mjm Investigations Inc,910 Paverstone Dr,Raleigh,NC,27615,2001-05-05T00:00:00.000,,2001-05-05T00:00:00.000,,910 Paverstone Dr
0345793-01-001,345793,Dickhaut  Walter,Walter Dickhaut,210 Post St Ste 904,San Francisco,CA,94108,1991-01-01T00:00:00.000,,1991-01-01T00:00:00.000,,210 Post St Ste 904
0345810-01-001,345810,Lang Nathalie C/Wicker John B,Trumpsource,2666 Greenwich St,San Francisco,CA,94123,2001-05-14T00:00:00.000,,2001-10-03T00:00:00.000,,2666 Greenwich St
0345817-01-001,345817,Canihan William S,Canihan & Company,1815 Jones St #5,San Francisco,CA,94109,2001-05-10T00:00:00.000,,2001-05-10T00:00:00.000,,Po Box 29269
0345865-01-001,345865,Rodriguez Maria - Paz,Pacitas Salvadorean Bakery,10 Persia Ave,San Francisco,CA,94112,2000-01-05T00:00:00.000,,2000-01-05T00:00:00.000,,10 Persia Ave
0345872-02-002,345872,Forrester Research Inc,Forrester Research Inc,150 Spear St,San Francisco,CA,94105,2008-07-31T00:00:00.000,,2011-06-06T00:00:00.000,,60 Acorn Park Dr
0345873-01-001,345873,Krepkiy Pavel,News From Krepkiy,10 Ramsell St,San Francisco,CA,94132,2001-05-08T00:00:00.000,,2001-05-08T00:00:00.000,,10 Ramsell St
0345884-01-001,345884,R J N Investigations Inc,Rjn Investigations,601 Van Ness Ave Apt 146e,San Francisco,CA,94102,2001-05-15T00:00:00.000,,2001-05-15T00:00:00.000,,360 E 1st St # 696
0345904-01-001,345904,Lee Hector V,Hector Viveros Lee,355 Head St,San Francisco,CA,94132,2001-01-02T00:00:00.000,,2001-01-02T00:00:00.000,,355 Head St
0345905-01-001,345905,Deng Miao Yun,M I Y Advertising Company,1354 Powell St,San Francisco,CA,94133,2001-05-17T00:00:00.000,,2004-08-18T00:00:00.000,,1551 Southgate Ave 356 Apt
0345935-01-001,345935,Douglas William S,Billy Douglas Photographer,450 Duboce Ave Apt 12,San Francisco,CA,94117,2001-05-15T00:00:00.000,,2001-05-15T00:00:00.000,,450 Duboce Ave Apt 12
0345946-01-001,345946,Alm Media LLC,The Recorder,1035 Market St Ste 500,San Francisco,CA,94103,2009-09-30T00:00:00.000,,2009-09-30T00:00:00.000,,150 E 42nd St Mezz
0345946-03-001,345946,Alm Media LLC,Law.Com,1035 Market St Ste 500,San Francisco,CA,94103,2009-09-30T00:00:00.000,,2009-09-30T00:00:00.000,,150 E 42nd St Mezz
0345946-04-001,345946,Alm Media LLC,Cal Law,1035 Market St Ste 500,San Francisco,CA,94103,2009-09-30T00:00:00.000,,2009-09-30T00:00:00.000,,150 E 42nd St Mezz
0345954-01-001,345954,Ben G Amini Dds Apc,Citident,120 Battery St,San Francisco,CA,94111,2001-06-01T00:00:00.000,,2001-06-01T00:00:00.000,,120 Battery St
0345986-01-001,345986,Chinese Folk Dance Association,Chinese Folk Dance Association,619 Kearny St,San Francisco,CA,94108,1974-05-07T00:00:00.000,,1974-05-07T00:00:00.000,,Po Box 16351
0345998-01-001,345998,Daly James J,Daly Construction,2438 17th Ave,San Francisco,CA,94116,2001-05-23T00:00:00.000,,2001-05-23T00:00:00.000,,2438 17th Ave
0345999-01-001,345999,Luo Peter Heng Hui,Peter Luo Transportation,933 Garfield St,San Francisco,CA,94132,2001-05-21T00:00:00.000,,2001-05-21T00:00:00.000,,933 Garfield St
0346006-01-001,346006,Ordano Family Ltd Partnership,2030 Franklin St Apts,2030 Franklin St,San Francisco,CA,94109,2001-01-01T00:00:00.000,,2001-01-01T00:00:00.000,,333 Hazelwood Ave
0346021-02-001,346021,Applied Remedial Tchnlgs Inc,Aremtech Inc,1485 Bay Shore Blvd #1,San Francisco,CA,94124,2001-01-04T00:00:00.000,,2001-01-04T00:00:00.000,,1485 Bay Shore Blvd 109 Ste
0346022-01-001,346022,Rawson Blum & Leon Inc,Rawson Blum & Leon Inc,505 Sansome St Ste 450,San Francisco,CA,94111,2000-01-01T00:00:00.000,,2009-02-03T00:00:00.000,,4 Embarcadero Ctr Ste 1400
0346026-01-001,346026,Peckar & Abramson Pc,Peckar & Abramson Pc,3 Embarcadero Ctr Fl 7,San Francisco,CA,94111,2000-01-01T00:00:00.000,,2010-11-01T00:00:00.000,,70 Grand Ave
0346028-01-999,346028,Medtronic Sofamor Danek Usa,Medtronic Sofamor Danek Usa,1800 Pyramid Pl,Memphis,TN,38132,2000-01-01T00:00:00.000,,2000-01-01T00:00:00.000,,710 Medtronic Parkway # Lc355
0346070-01-001,346070,Chen Edward/Clarice/Jeffrey,461 Bush Family Limitd Partner,461 Bush St,San Francisco,CA,94108,2001-05-01T00:00:00.000,,2001-05-01T00:00:00.000,,3133 Geary Blvd
0346091-01-001,346091,Guevara Gladis L,Lopez House Cleaning,725 Delta St,San Francisco,CA,94134,2001-04-09T00:00:00.000,,2001-04-09T00:00:00.000,,725 Delta St
0346105-02-999,346105,O'sullivan Patrick J,Kingdom Concrete Pumping,142 S Mary Ave,Sunnyvale,CA,94086,2001-05-25T00:00:00.000,,2005-08-12T00:00:00.000,,1128 Stoneylake Ct
0346130-01-001,346130,Citron-Walkup Lauretta & Duane,Walkup Wear,211 2nd Ave,San Francisco,CA,94118,2001-06-01T00:00:00.000,,2001-06-01T00:00:00.000,,211 2nd Ave
0346136-01-999,346136,B Metal Fabrication Inc,B Metal Fabrication Inc,318 S Maple Ave,S San Fran,CA,94080,2001-05-29T00:00:00.000,,2001-05-29T00:00:00.000,,318 S Maple Ave
0346137-01-001,346137,Sociale,Sociale,3665 Sacramento St,San Francisco,CA,94118,2001-04-02T00:00:00.000,,2001-04-02T00:00:00.000,,3665 Sacramento St
0346146-01-001,346146,Ward Thomas R,Thom Ward & Associates,414 Mason St Ste 602,San Francisco,CA,94102,2001-05-29T00:00:00.000,,2002-04-01T00:00:00.000,,414 Mason St Ste 602
0346146-02-001,346146,Ward Thomas R,Dining Connections,414 Mason St Ste 602,San Francisco,CA,94102,2001-05-29T00:00:00.000,,2002-04-01T00:00:00.000,,414 Mason St Ste 602
0346173-02-999,346173,Bandalan Consulting Inc,Systems Innovation,4067 Sierra Ct,Fairfield,CA,94534,2001-01-01T00:00:00.000,,2006-02-08T00:00:00.000,,4067 Sierra Ct
0346191-01-001,346191,Bruce Thom,Thom Bruce & Associates,775 Post St Apt 303,San Francisco,CA,94109,2001-05-30T00:00:00.000,,2004-12-30T00:00:00.000,,775 Post St Apt 303
0346214-01-001,346214,Brown David C,David Brown Endodontics,450 Sutter St Rm 1719,San Francisco,CA,94108,2001-05-31T00:00:00.000,,2001-05-31T00:00:00.000,,450 Sutter St Rm 1719
0346224-01-999,346224,Graf Van & Storage Inc,Graf Van & Storage,147 Paul Dr,San Rafael,CA,94903,2001-05-31T00:00:00.000,,2001-05-31T00:00:00.000,,153 Paul Dr
0346239-01-001,346239,Venables Bell & Partners LLC,Venables Bell & Partners,201 Post St #200,San Francisco,CA,94108,2001-05-16T00:00:00.000,,2005-07-27T00:00:00.000,,201 Post St Ste 200
0346244-02-001,346244,Rasmussen Stephen & Maureen,Ace Graphic Design,819 Rolph St,San Francisco,CA,94112,2001-06-01T00:00:00.000,,2008-07-29T00:00:00.000,,819 Rolph St
0346244-03-001,346244,Rasmussen Stephen & Maureen,Rasmussen Electric,819 Rolph St,San Francisco,CA,94112,2001-06-01T00:00:00.000,,2008-08-25T00:00:00.000,,819 Rolph St
0346251-02-999,346251,Mmia Inc,Keith Fontana Construction,33 Locust Ave,Larkspur,CA,94939,2010-12-17T00:00:00.000,,2010-12-17T00:00:00.000,,Po Box 2268
0346264-01-001,346264,Thier Holli P,Thier Pr,111 16th Ave,San Francisco,CA,94118,2001-03-01T00:00:00.000,,2001-03-01T00:00:00.000,,3749 Buchanan St Unit 475266
0346264-02-001,346264,Thier Holli P,The Thier Group,111 16th Ave,San Francisco,CA,94118,2001-03-01T00:00:00.000,,2011-08-31T00:00:00.000,,3749 Buchanan St Unit 475266
0346264-03-001,346264,Thier Holli P,Holli P. Thier & Associates,111 16th Ave,San Francisco,CA,94118,2001-03-01T00:00:00.000,,2011-08-31T00:00:00.000,,3749 Buchanan St Unit 475266
0346272-01-001,346272,Sunset Heights Assoc Of Respon,Sunset Hieghts Assoc Of Respon,1738 9th Ave,San Francisco,CA,94122,2001-01-01T00:00:00.000,,2001-01-01T00:00:00.000,,1661 7th Ave
0346273-01-999,346273,Tyco Healthcare Group Lp,"Tyco Healthcare Group,Lp",15 Hampshire St,Mansfield,MA,2048,2001-05-31T00:00:00.000,,2001-05-31T00:00:00.000,,15 Hampshire St
0346273-02-999,346273,Tyco Healthcare Group Lp,Covidien,15 Hamsphire Street,Mansfield,MA,2048,2001-05-31T00:00:00.000,,2007-07-01T00:00:00.000,,15 Hampshire St
0346292-01-001,346292,Boykoff Alla,Alla Boykoff Md,2299 Post St Ste 303,San Francisco,CA,94115,2001-06-04T00:00:00.000,,2001-06-04T00:00:00.000,,2299 Post St Ste 303
0346328-01-999,346328,Bach Construction Inc,Bach Construction Inc,533 Airport Blvd Ste 400,Burlingame,CA,94010,2001-06-05T00:00:00.000,,2001-06-05T00:00:00.000,,533 Airport Blvd Ste 400
0346329-01-001,346329,Lin & May Corporation,Easy Traveler,739 Grant Ave,San Francisco,CA,94108,2001-05-01T00:00:00.000,,2001-05-01T00:00:00.000,,739 Grant Ave
0346349-01-002,346349,Lerch Sturmer Llp,Lerch Sturmer Llp,333 Bush St Ste 2020,San Francisco,CA,94104,2001-01-01T00:00:00.000,,2005-12-23T00:00:00.000,,1 Sansome St Ste 2060
0346358-01-001,346358,Fazli Umer S,Entropy Labs,1359 Eddy St,San Francisco,CA,94115,2001-06-05T00:00:00.000,,2001-06-05T00:00:00.000,,1359 Eddy St
0346383-01-999,346383,Warner Richard C,Richard Warner,3127 Brookdale Ave,Oakland,CA,94602,2001-02-24T00:00:00.000,,2010-03-01T00:00:00.000,,3127 Brookdale Ave
0346418-01-001,346418,Costless Maint Services Co Inc,Cmsc,3254 19th St,San Francisco,CA,94110,2001-01-01T00:00:00.000,,2009-03-06T00:00:00.000,,3254 19th St
0346433-01-001,346433,Brothers Intl Holdings Corp,Brothers Intl Holdings Corp,100 Bush St Ste 218,San Francisco,CA,94104,2000-01-01T00:00:00.000,,2004-01-01T00:00:00.000,,100 Bush St Ste 218
0346439-01-001,346439,Liu Shun Ting,Liu Shun Fing,530 Niagara Ave,San Francisco,CA,94112,2001-06-08T00:00:00.000,,2001-06-08T00:00:00.000,,220 Peninsula Ave
0346473-01-999,346473,Segale Bros Wood Products Inc,Segale Bros Wood Products Inc,1705 Sabre St,Hayward,CA,94545,2001-01-01T00:00:00.000,,2001-01-01T00:00:00.000,,1705 Sabre St
0346504-02-999,346504,Cuadra Construction Inc,Libra Electric Co,3200 Osgood Cmn,Fremont,CA,94539,2013-07-28T00:00:00.000,,2013-07-28T00:00:00.000,,3200 Osgood Cmn
0346513-01-001,346513,Altman Joram S,Joram S Altman Architect,819 Alvarado St,San Francisco,CA,94114,2001-06-01T00:00:00.000,,2011-03-01T00:00:00.000,,819 Alvarado St
0346519-01-999,346519,Smith Lawrence C,Sugar Bear Plumbing,101 A Hickey Blvd #120,S San Fran,CA,94080,2001-06-12T00:00:00.000,,2002-11-01T00:00:00.000,,101a Hickey Blvd # 120
0346519-02-999,346519,Smith Lawrence C,In & Out Rooter,101 A Hickey Blvd #120,S San Fran,CA,94080,2001-06-12T00:00:00.000,,2002-08-01T00:00:00.000,,101a Hickey Blvd # 120
0346529-01-001,346529,Mcdonald Donna J,Donna Mcdonald Design,6 Russian Hill Pl,San Francisco,CA,94133,2001-06-12T00:00:00.000,,2007-10-01T00:00:00.000,,1776 Sacramento St Apt 610
0346529-02-001,346529,Mcdonald Donna J,Maquette Interior Design,6 Russian Hill Pl,San Francisco,CA,94133,2001-06-12T00:00:00.000,,2007-10-22T00:00:00.000,,1776 Sacramento St Apt 610
0346547-01-001,346547,Trueness International Inc,Trueness International Inc,1328 17th Ave,San Francisco,CA,94122,2001-06-20T00:00:00.000,,2003-01-01T00:00:00.000,,1328 17th Ave
0346550-01-001,346550,Woo Maythane L,Osmosis,3332 17th St,San Francisco,CA,94110,2001-06-13T00:00:00.000,,2001-06-13T00:00:00.000,,3332 17th St
0346571-02-001,346571,Xyz Graphics Inc,Xyz Graphics Inc,190 Lombard St,San Francisco,CA,94111,2001-06-13T00:00:00.000,,2014-05-05T00:00:00.000,,190 Lombard St
0346594-01-999,346594,Schmidt Allen M,Schmidt Construction,20 Brown Dr,Novato,CA,94947,2001-06-14T00:00:00.000,,2001-06-14T00:00:00.000,,20 Brown Dr
0346606-01-001,346606,Veitch John M,Market Analytics,3459 Divisadero St Apt 203,San Francisco,CA,94123,2001-06-14T00:00:00.000,,2004-02-20T00:00:00.000,,3459 Divisadero St Apt 203
0346608-01-001,346608,Iheartcommunications Inc,Clear Channel Communications,340 Townsend St,San Francisco,CA,94107,2002-04-30T00:00:00.000,,2002-04-30T00:00:00.000,,20880 Stone Oak
0346610-01-001,346610,Battenfield David A,David A Battenfield,1566 Hampshire St,San Francisco,CA,94110,2001-01-01T00:00:00.000,,2004-12-22T00:00:00.000,,3575 Mission St
0346613-01-001,346613,Bsisso Ketam A,Noe Hill Market,4001 19th St,San Francisco,CA,94114,2001-06-01T00:00:00.000,,2001-06-01T00:00:00.000,,4001 19th St
0346623-01-001,346623,Lam Hai Ky Restaurants Inc,Lam Hoa Thuan Restaurant,2337 Irving St,San Francisco,CA,94122,2001-06-01T00:00:00.000,,2001-06-01T00:00:00.000,,2337 Irving St
0346634-01-001,346634,Woods Kathryn Alexis,Alexis Woods Landscape Design,739 Cole St,San Francisco,CA,94117,2001-06-15T00:00:00.000,,2001-06-15T00:00:00.000,,739 Cole St
0346663-01-001,346663,Novis Corporation,Round Medical Supply/Uniforms,1712 Divisadero St,San Francisco,CA,94115,2001-06-15T00:00:00.000,,2001-06-15T00:00:00.000,,1712 Divisadero St
0346664-01-001,346664,World Family Development And Education Program,Freedom Riders 40th Reunion,68 Ramona Ave,San Francisco,CA,94103,1991-01-01T00:00:00.000,,1991-01-01T00:00:00.000,,68 Ramona Ave
0346664-02-001,346664,World Family Development And Education Program,Sf Friends Of Afghanistan,68 Ramona Ave,San Francisco,CA,94103,1991-01-01T00:00:00.000,,2002-03-28T00:00:00.000,,68 Ramona Ave
0346664-03-001,346664,World Family Development And Education Program,Master Teachers By Satellite,68 Ramona Ave,San Francisco,CA,94103,1991-01-01T00:00:00.000,,2006-11-01T00:00:00.000,,68 Ramona Ave
0346665-01-001,346665,Midnitesun Creative Arts Inc,Midnitesun Inc,1715 16th Ave,San Francisco,CA,94122,2001-06-04T00:00:00.000,,2006-02-01T00:00:00.000,,1715 16th Ave
0346697-02-001,346697,Gard Jeff A,Jeff Alan Gard Architect,1317 Grant Ave,San Francisco,CA,94133,2001-06-18T00:00:00.000,,2013-02-01T00:00:00.000,,1317 Grant Ave
0346709-01-001,346709,Yadegar Jahanfar & Jahangir,J & J Yadegar Diamonds & Fine,888 Brannan St Ste 140,San Francisco,CA,94103,2001-06-10T00:00:00.000,,2001-06-10T00:00:00.000,,888 Brannan St Ste 140
0346736-01-001,346736,Natilapa Inc,Natilapa Inc,1405 Minnesota St,San Francisco,CA,94107,2001-05-17T00:00:00.000,,2001-05-17T00:00:00.000,,171 14th St
0346748-02-001,346748,Ubs Securities LLC,Ubs Securities LLC,555 California St Ste 4650,San Francisco,CA,94104,2006-10-03T00:00:00.000,,2006-10-03T00:00:00.000,,677 Washington Blvd
0346752-01-001,346752,S & D 1232 LLC,S & D 1232 LLC,1232 Connecticut St,San Francisco,CA,94107,2001-06-01T00:00:00.000,,2001-06-01T00:00:00.000,,1232 Connecticut St
0346761-01-001,346761,Wow We Box Inc,Wow We Box Inc,1200 Francisco St #6,San Francisco,CA,94123,2001-06-06T00:00:00.000,,2001-06-06T00:00:00.000,,1200 Francisco St Apt 6
0346761-02-001,346761,Wow We Box Inc,Renaissance Urn Company,502 Roosevelt Way,San Francisco,CA,94114,2001-06-06T00:00:00.000,,2003-01-01T00:00:00.000,,1200 Francisco St Apt 6
0346770-02-001,346770,Marcom Management Group,The Gordian Knot,2210 Jones St,San Francisco,CA,94133,2013-09-20T00:00:00.000,,2013-09-20T00:00:00.000,,2210 Jones St
0346791-01-999,346791,Willwork Exhibit Services Inc,Willwork Exhibit Services Inc,23 Norfolk Ave,South Easton,MA,2375,2001-06-12T00:00:00.000,,2001-06-12T00:00:00.000,,23 Norfolk Ave
0346794-01-001,346794,Shpritz Helaine M,Arroyo & Shpritz Chiropractic,500 Sutter St Ste 703,San Francisco,CA,94102,2001-07-02T00:00:00.000,,2001-07-02T00:00:00.000,,500 Sutter St Ste 906
0346795-01-001,346795,Arroyo Christopher J,Arroyo & Shpritz Chiropractic,500 Sutter St Ste 703,San Francisco,CA,94102,2001-07-02T00:00:00.000,,2001-07-02T00:00:00.000,,500 Sutter St Ste 906
0346798-01-001,346798,Sf Women Against Rape,Sf Women Against Rape,3543 18th St Ste 7,San Francisco,CA,94110,1990-01-09T00:00:00.000,,1990-01-09T00:00:00.000,,3543 18th St 7 Ste
0346821-02-001,346821,Tabar Faramarz A,Fillmore Flowers,1880 Fillmore St,San Francisco,CA,94115,2001-07-01T00:00:00.000,,2003-09-05T00:00:00.000,,1880 Fillmore St
0346841-02-001,346841,Vladislav Kamanin Dds Inc,Van Ness Family Dentistry,1336 Van Ness Ave,San Francisco,CA,94109,2010-05-15T00:00:00.000,,2010-05-15T00:00:00.000,,1336 Van Ness Ave # 1
0346842-01-001,346842,Ware Finnegan Sean,Legalbeagle,268 Bush St Ste 4042,San Francisco,CA,94104,2001-06-22T00:00:00.000,,2009-04-24T00:00:00.000,,268 Bush St Ste 4042
0346855-01-001,346855,Williams Samuel C,S & W Real Estate Co,1775 Ofarrell St Apt 3,San Francisco,CA,94115,2001-06-25T00:00:00.000,,2001-06-25T00:00:00.000,,1775 Ofarrell St Apt 3
0346856-01-001,346856,Lau Jackie S,New Emmys Restaurant,1923 Ocean Ave,San Francisco,CA,94127,2001-07-01T00:00:00.000,,2001-07-01T00:00:00.000,,1923 Ocean Ave
0346857-02-001,346857,Storefront Political Media,Storefront Public Affairs,250 Sutter St Ste 650,San Francisco,CA,94108,2001-06-04T00:00:00.000,,2004-02-01T00:00:00.000,,1902 Van Ness Ave Fl 3
0346857-03-001,346857,Storefront Political Media,Storefront Political Media,250 Sutter St Ste 650,San Francisco,CA,94108,2001-06-04T00:00:00.000,,2004-02-01T00:00:00.000,,1902 Van Ness Ave Fl 3
0346878-01-001,346878,Passalacqua Charles D,Ajax Plumbing & Heating,2114 Fillmore St,San Francisco,CA,94115,2001-07-01T00:00:00.000,,2001-07-01T00:00:00.000,,1105 Berkshire Dr
0346882-01-001,346882,Antiporda Norman P,Norman's Ice Cream & Freezes,2801 Leavenworth St,San Francisco,CA,94133,2001-06-26T00:00:00.000,,2001-06-26T00:00:00.000,,2801 Leavenworth St
0346889-02-001,346889,Chancellor License Corp,Luques,433 Powell St,San Francisco,CA,94102,2001-08-16T00:00:00.000,,2002-10-08T00:00:00.000,,433 Powell St
0346907-03-999,346907,Sf Fire Engine Tours & Adv LLC,Sf Fire Engine Tours & Adv LLC,6280 Old Redwood Hwy,Santa Rosa,CA,95403,2001-06-26T00:00:00.000,,2011-05-19T00:00:00.000,,1425 Yosemite Ave
0346923-01-001,346923,Greenstein K/Mcdonald S Et Al,Greenstein Hurlburt & Mcdonald,300 Montgomery St Ste 621,San Francisco,CA,94104,2001-06-01T00:00:00.000,,2006-02-16T00:00:00.000,,300 Montgomery St Ste 621
0346924-01-001,346924,Michael Leung Inc,Michael Leung Inc,2424 Pine St #4,San Francisco,CA,94115,2001-06-21T00:00:00.000,,2001-06-21T00:00:00.000,,2424 Pine St # 4
0346926-01-999,346926,Bay Co Vending Inc,Bayco Vending Inc,215 Harbor Way S.San Fran,S San Fran,CA,94080,2001-01-01T00:00:00.000,,2002-05-01T00:00:00.000,,215 Harbor Way
0346944-03-001,346944,Fridman Yanic & Rosy,Thirdfloorsf,330 Scott St #1,San Francisco,CA,94117,2012-07-01T00:00:00.000,,2012-07-01T00:00:00.000,,330 Scott St 1 Apt
0346948-02-001,346948,"Kaileh Nader, Ibrahim,Maha",4824-4830 3rd St Apts,4824 3rd St,San Francisco,CA,94124,2001-01-01T00:00:00.000,,2007-03-01T00:00:00.000,,2645 Wakefield Dr
0346968-01-001,346968,Musleh Michael N& Musleh Leila,Pork Store Cafe,1451 Haight St,San Francisco,CA,94117,2000-07-01T00:00:00.000,,2000-07-01T00:00:00.000,,1451 Haight St
0347013-01-001,347013,Merigan Family II Lp,2010-2022 Chestnut Apts,2010 Chestnut Apts,San Francisco,CA,94127,2001-02-08T00:00:00.000,,2001-02-08T00:00:00.000,,2120 Market St 105 Ste
0347015-01-001,347015,Merigan Family I Lp,1626 Chestnut St Apts,1626 Chestnut St,San Francisco,CA,94123,2001-02-08T00:00:00.000,,2001-02-08T00:00:00.000,,2120 Market St 105 Ste
0347022-01-001,347022,In N Out Burgers A Calif Corp,In N Out Burger #154,333 Jefferson St,San Francisco,CA,94133,2001-08-01T00:00:00.000,,2001-08-01T00:00:00.000,,4199 Campus Dr Fl 9th
0347062-01-001,347062,Orson Edward I,Edward I Orson Dds,2480 Mission St Ste 330,San Francisco,CA,94110,2000-10-01T00:00:00.000,,2000-10-01T00:00:00.000,,2480 Mission St Ste 330
0347067-01-001,347067,Degracia Partners Inc,Pacific Coast Staffing,100 Bush St Ste 675,San Francisco,CA,94104,2001-07-01T00:00:00.000,,2008-08-28T00:00:00.000,,100 Bush St Ste 825
0347072-04-999,347072,Woo Wayne,Wsk Services,150 Westlawn Ave,Daly City,CA,94015,2009-04-06T00:00:00.000,,2011-11-28T00:00:00.000,,2001 23rd Ave
0347072-05-999,347072,Woo Wayne,Wsk Construction,150 Westlawn Ave,Daly City,CA,94015,2009-04-06T00:00:00.000,,2011-11-28T00:00:00.000,,2001 23rd Ave
0347087-01-001,347087,Wong Elza S,Elza Wong,58 Francis St,San Francisco,CA,94112,2001-07-01T00:00:00.000,,2001-07-01T00:00:00.000,,58 Francis St
0347088-01-001,347088,Kusama Margaret/Boujebha Marco,Progressive Grounds,400 Cortland Ave,San Francisco,CA,94110,2001-07-01T00:00:00.000,,2001-07-01T00:00:00.000,,400 Cortland Ave
0347096-01-001,347096,Graffio Inc,Graffio Inc,1516 Guerrero St,San Francisco,CA,94110,2001-01-01T00:00:00.000,,2001-01-01T00:00:00.000,,1516 Guerrero St
0347106-02-002,347106,Bobrick David W,One Shot Tattoo,555 Irving St,San Francisco,CA,94122,2001-07-01T00:00:00.000,,2010-01-28T00:00:00.000,,555 Irving St
0347121-01-001,347121,Kuang Zhi-Xiong,Kwongs House Repair Service,433 12th Ave,San Francisco,CA,94118,2001-07-05T00:00:00.000,,2001-07-05T00:00:00.000,,2459 32nd Ave
