geolocation,industry_description,number_of_establishments_2020,total_employment_at_2020,paid_employees_at_2020,workers_on_sub-contract_agreement_or_under_manpower_agencies_contractors_at_2020,total_revenue_2020,total_expense_2020,compensation_2020,other_expense_2020,value_added_2020,gross_additions_to_tangible_fixed_assets_2020,change_in_inventories_2020,sales_from_e-commerce_transactions_2020,subsidies_2020
Ilocos Region,Hospital activities,75,6778,6478,220,6510441,5103839,1312469,3791371,3123651,91048,42714,0,136522
Ilocos Region,Medical and dental practice activities,214,1277,1192,0,768615,496167,171415,324752,467807,996,24387,0,0
Ilocos Region,Other human health activities,12,86,86,0,44326,36190,16163,20028,29001,0,-2961,0,0
Ilocos Region,Residential nursing care facilities,0,0,0,0,0,0,0,0,0,0,0,0,0
Ilocos Region,"Residential care activities for mental retardation,  mental health and substance abuse",0,0,0,0,0,0,0,0,0,0,0,0,0
Ilocos Region,Residential care activities for the elderly and disabled,0,0,0,0,0,0,0,0,0,0,0,0,0
Ilocos Region,"Other residential care activities, n.e.c.",3,13,13,0,13968,11507,2684,8823,5543,0,0,0,0
Ilocos Region,Social work activities without accommodation  for the elderly and disabled,0,0,0,0,0,0,0,0,0,0,0,0,0
Ilocos Region,"Other social work activities without accommodation, n.e.c.",5,23,20,0,31953,30145,11028,19117,13038,0,-93,0,65
Cagayan Valley,Human Health and Social Work Activities,133,4935,4935,92,4705663,3695464,907608,2787856,2368479,52755,2019,0,0
Cagayan Valley,Hospital activities,36,4099,4099,92,3998375,3133141,788231,2344910,2069558,34798,6926,0,0
Cagayan Valley,Medical and dental practice activities,91,795,795,0,694509,550819,112923,437896,288638,17957,-4909,0,0
Cagayan Valley,Other human health activities,0,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan Valley,Residential nursing care facilities,0,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan Valley,"Residential care activities for mental retardation,  mental health and substance abuse",0,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan Valley,Residential care activities for the elderly and disabled,0,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan Valley,"Other residential care activities, n.e.c.",0,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan Valley,Social work activities without accommodation  for the elderly and disabled,0,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan Valley,"Other social work activities without accommodation, n.e.c.",0,0,0,0,0,0,0,0,0,0,0,0,0
Central Luzon,Human Health and Social Work Activities,801,20782,20626,1044,19535609,13861134,3799814,10061320,11012796,2194038,29383,0,1057
Central Luzon,Hospital activities,160,17515,17489,992,16291934,11561120,3250912,8310208,9213995,2020231,92878,0,0
Central Luzon,Medical and dental practice activities,578,2796,2699,52,2946177,2092840,462448,1630392,1612847,133210,-63812,0,107
Central Luzon,Other human health activities,15,76,76,0,31424,18735,14384,4351,28254,0,-5,0,0
Central Luzon,Residential nursing care facilities,0,0,0,0,0,0,0,0,0,0,0,0,0
Central Luzon,"Residential care activities for mental retardation,  mental health and substance abuse",12,110,92,0,47343,35051,18015,17036,33303,0,322,0,0
Central Luzon,Residential care activities for the elderly and disabled,0,0,0,0,0,0,0,0,0,0,0,0,0
Central Luzon,"Other residential care activities, n.e.c.",10,145,133,0,85154,34700,26601,8099,79242,25360,0,0,0
Central Luzon,Social work activities without accommodation  for the elderly and disabled,0,0,0,0,0,0,0,0,0,0,0,0,0
Central Luzon,"Other social work activities without accommodation, n.e.c.",26,141,137,0,133577,118688,27456,91233,45155,15237,0,0,950
Calabarzon,Human Health and Social Work Activities,1158,33437,33024,1760,40466548,32407641,6997042,25410600,18607015,1605202,-45097,0,24856
Calabarzon,Hospital activities,220,26735,26665,1667,27978663,23008621,5908502,17100119,13950857,1258363,12763,0,16452
Calabarzon,Medical and dental practice activities,851,5554,5373,84,9660307,7347100,959411,6387689,3699289,333002,-57641,0,0
Calabarzon,Other human health activities,53,568,406,0,93460,87239,45168,42072,56287,2636,149,0,0
Calabarzon,Residential nursing care facilities,0,0,0,0,0,0,0,0,0,0,0,0,0
Calabarzon,"Residential care activities for mental retardation,  mental health and substance abuse",8,100,100,2,45030,43006,13809,29196,21404,0,0,0,0
Calabarzon,Residential care activities for the elderly and disabled,0,0,0,0,0,0,0,0,0,0,0,0,0
Calabarzon,"Other residential care activities, n.e.c.",10,80,80,0,13684,12780,7116,5664,9692,0,0,0,0
Calabarzon,Social work activities without accommodation  for the elderly and disabled,0,0,0,0,0,0,0,0,0,0,0,0,0
Calabarzon,"Other social work activities without accommodation, n.e.c.",17,400,400,7,2675405,1908895,63035,1845859,869485,11201,-368,0,8404
Mimaropa Region,Human Health and Social Work Activities,97,3168,3123,139,2931348,2421910,532878,1889032,1230394,108145,-181452,0,14
Mimaropa Region,Hospital activities,28,2061,2056,139,2424159,1982940,383201,1599739,967590,83429,-152829,0,0
Mimaropa Region,Medical and dental practice activities,59,976,949,0,357882,295845,136168,159678,233706,24646,-27968,0,0
Mimaropa Region,Other human health activities,0,0,0,0,0,0,0,0,0,0,0,0,0
Mimaropa Region,Residential nursing care facilities,0,0,0,0,0,0,0,0,0,0,0,0,0
Mimaropa Region,"Residential care activities for mental retardation,  mental health and substance abuse",0,0,0,0,0,0,0,0,0,0,0,0,0
Mimaropa Region,Residential care activities for the elderly and disabled,0,0,0,0,0,0,0,0,0,0,0,0,0
Mimaropa Region,"Other residential care activities, n.e.c.",5,48,35,0,22971,20506,3854,16652,15639,0,-655,0,14
Mimaropa Region,Social work activities without accommodation  for the elderly and disabled,0,0,0,0,0,0,0,0,0,0,0,0,0
Mimaropa Region,"Other social work activities without accommodation, n.e.c.",5,83,83,0,126336,122619,9655,112964,13458,69,1,0,0
Bicol Region,Human Health and Social Work Activities,266,5505,5453,167,3686409,3187520,1091788,2095731,1911579,568630,-2469,0,1158
Bicol Region,Hospital activities,61,4109,4109,115,2439191,2233694,850502,1383192,1318235,524279,2737,0,0
Bicol Region,Medical and dental practice activities,160,1017,1000,0,936771,783383,159551,623832,360886,44352,-4307,0,0
Bicol Region,Other human health activities,8,20,20,0,4411,4775,1181,3594,1283,0,12,0,0
Bicol Region,Residential nursing care facilities,0,0,0,0,0,0,0,0,0,0,0,0,0
Bicol Region,"Residential care activities for mental retardation,  mental health and substance abuse",3,32,32,0,17994,16102,8089,8013,10143,0,0,0,0
Bicol Region,Residential care activities for the elderly and disabled,0,0,0,0,0,0,0,0,0,0,0,0,0
Bicol Region,"Other residential care activities, n.e.c.",5,32,22,0,9708,5690,2053,3637,6578,0,26,0,1158
Bicol Region,Social work activities without accommodation  for the elderly and disabled,0,0,0,0,0,0,0,0,0,0,0,0,0
Bicol Region,"Other social work activities without accommodation, n.e.c.",30,295,270,52,278334,143875,70412,73463,214454,0,-936,0,0
Western Visayas,Human Health and Social Work Activities,339,11646,11604,906,9472413,8687890,2447525,6240365,4410047,844413,-160884,0,0
Western Visayas,Hospital activities,33,8668,8648,807,7500868,7090668,1908418,5182250,3286146,647896,-58140,0,0
Western Visayas,Medical and dental practice activities,275,2564,2564,95,1739428,1453131,483079,970052,961207,196483,-103347,0,0
Western Visayas,Other human health activities,11,162,162,1,89077,34162,13028,21135,79493,0,603,0,0
Western Visayas,Residential nursing care facilities,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Visayas,"Residential care activities for mental retardation,  mental health and substance abuse",0,0,0,0,0,0,0,0,0,0,0,0,0
Western Visayas,Residential care activities for the elderly and disabled,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Visayas,"Other residential care activities, n.e.c.",5,85,73,1,53176,32376,13353,19023,36014,34,0,0,0
Western Visayas,Social work activities without accommodation  for the elderly and disabled,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Visayas,"Other social work activities without accommodation, n.e.c.",16,168,157,2,89864,77551,29647,47905,47187,0,0,0,0
Central Visayas,Human Health and Social Work Activities,501,17069,16940,777,17412637,15742594,4041914,11700680,7760957,841572,-167470,0,0
Central Visayas,Hospital activities,65,13385,13331,611,12549381,11780481,3297553,8482927,5661096,691702,-137830,0,0
Central Visayas,Medical and dental practice activities,357,2754,2726,125,3380119,2895708,481927,2413782,1144187,70780,-26480,0,0
Central Visayas,Other human health activities,23,162,142,3,428783,335647,40949,294697,244487,7274,0,0,0
Central Visayas,Residential nursing care facilities,0,0,0,0,0,0,0,0,0,0,0,0,0
Central Visayas,"Residential care activities for mental retardation,  mental health and substance abuse",6,105,85,6,24076,23666,11713,11953,17832,558,-3172,0,0
Central Visayas,Residential care activities for the elderly and disabled,0,0,0,0,0,0,0,0,0,0,0,0,0
Central Visayas,"Other residential care activities, n.e.c.",14,102,94,2,47396,44382,24181,20202,32635,15,11,0,0
Central Visayas,Social work activities without accommodation  for the elderly and disabled,0,0,0,0,0,0,0,0,0,0,0,0,0
Central Visayas,"Other social work activities without accommodation, n.e.c.",36,563,563,30,982882,662710,185591,477119,660721,71243,0,0,0
Eastern Visayas,Human Health and Social Work Activities,156,3758,3734,293,2695298,2201091,746766,1454325,1285417,54866,134903,0,3832
Eastern Visayas,Hospital activities,44,3186,3178,293,2379996,1974680,668065,1306615,1097586,49277,137720,0,161
Eastern Visayas,Medical and dental practice activities,103,511,495,0,271262,186860,61299,125561,163187,5288,-2819,0,0
Eastern Visayas,Other human health activities,7,17,17,0,1996,1898,563,1335,920,0,0,0,0
Eastern Visayas,Residential nursing care facilities,0,0,0,0,0,0,0,0,0,0,0,0,0
Eastern Visayas,"Residential care activities for mental retardation,  mental health and substance abuse",0,0,0,0,0,0,0,0,0,0,0,0,0
Eastern Visayas,Residential care activities for the elderly and disabled,0,0,0,0,0,0,0,0,0,0,0,0,0
Eastern Visayas,"Other residential care activities, n.e.c.",0,0,0,0,0,0,0,0,0,0,0,0,0
Eastern Visayas,Social work activities without accommodation  for the elderly and disabled,0,0,0,0,0,0,0,0,0,0,0,0,0
Eastern Visayas,"Other social work activities without accommodation, n.e.c.",0,0,0,0,0,0,0,0,0,0,0,0,0
Zamboanga Peninsula,Human Health and Social Work Activities,88,4232,4231,68,2898188,2322163,781405,1540758,1635755,33588,33921,0,0
Zamboanga Peninsula,Hospital activities,39,3792,3792,68,2530804,2058288,719505,1338783,1409665,33367,24484,0,0
Zamboanga Peninsula,Medical and dental practice activities,42,344,344,0,281838,193527,45093,148434,147591,0,9206,0,0
Zamboanga Peninsula,Other human health activities,0,0,0,0,0,0,0,0,0,0,0,0,0
Zamboanga Peninsula,Residential nursing care facilities,0,0,0,0,0,0,0,0,0,0,0,0,0
Zamboanga Peninsula,"Residential care activities for mental retardation,  mental health and substance abuse",0,0,0,0,0,0,0,0,0,0,0,0,0
Zamboanga Peninsula,Residential care activities for the elderly and disabled,0,0,0,0,0,0,0,0,0,0,0,0,0
Zamboanga Peninsula,"Other residential care activities, n.e.c.",0,0,0,0,0,0,0,0,0,0,0,0,0
Zamboanga Peninsula,Social work activities without accommodation  for the elderly and disabled,0,0,0,0,0,0,0,0,0,0,0,0,0
Zamboanga Peninsula,"Other social work activities without accommodation, n.e.c.",0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Mindanao,Human Health and Social Work Activities,165,7713,7663,445,6033695,5121263,1610030,3511232,3427061,1526981,-210071,0,0
Northern Mindanao,Hospital activities,57,6101,6081,428,4785915,4231025,1373472,2857553,2532099,1290335,-187409,0,0
Northern Mindanao,Medical and dental practice activities,86,1299,1272,17,1039741,671508,174308,497200,660621,42807,-22666,0,0
Northern Mindanao,Other human health activities,7,33,33,0,5073,5865,2069,3796,3836,7908,0,0,0
Northern Mindanao,Residential nursing care facilities,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Mindanao,"Residential care activities for mental retardation,  mental health and substance abuse",0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Mindanao,Residential care activities for the elderly and disabled,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Mindanao,"Other residential care activities, n.e.c.",5,44,41,0,8652,7269,4352,2918,7404,5122,4,0,0
Northern Mindanao,Social work activities without accommodation  for the elderly and disabled,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Mindanao,"Other social work activities without accommodation, n.e.c.",10,236,236,0,194313,205596,55830,149766,223101,180809,0,0,0
Davao Region,Human Health and Social Work Activities,386,12036,11937,305,8941807,8120174,2320270,5799904,4027386,223751,-47677,0,18191
Davao Region,Hospital activities,104,8378,8331,272,6153440,5631745,1682741,3949004,2890734,223547,-93691,0,18171
Davao Region,Medical and dental practice activities,217,1950,1937,26,2287154,1882746,434815,1447931,955002,0,46048,0,0
Davao Region,Other human health activities,14,135,135,0,142539,164476,31127,133349,20979,204,0,0,0
Davao Region,Residential nursing care facilities,0,0,0,0,0,0,0,0,0,0,0,0,0
Davao Region,"Residential care activities for mental retardation,  mental health and substance abuse",3,93,87,1,25953,18425,10583,7841,18857,0,185,0,0
Davao Region,Residential care activities for the elderly and disabled,0,0,0,0,0,0,0,0,0,0,0,0,0
Davao Region,"Other residential care activities, n.e.c.",12,156,151,5,155795,158878,30808,128070,66603,0,0,0,0
Davao Region,Social work activities without accommodation  for the elderly and disabled,0,0,0,0,0,0,0,0,0,0,0,0,0
Davao Region,"Other social work activities without accommodation, n.e.c.",36,1323,1296,0,176926,263904,130196,133708,75210,0,-219,0,20
Soccsksargen,Human Health and Social Work Activities,307,10165,10086,694,6448800,5795723,1953913,3841810,3365945,436402,17421,0,4681
Soccsksargen,Hospital activities,94,9098,9071,639,5667138,5211432,1838400,3373032,3012602,435182,-66386,0,4376
Soccsksargen,Medical and dental practice activities,182,788,738,55,645984,524688,90733,433955,248516,1220,84056,0,0
Soccsksargen,Other human health activities,9,58,58,0,69098,13439,8961,4479,66605,0,-228,0,0
Soccsksargen,Residential nursing care facilities,0,0,0,0,0,0,0,0,0,0,0,0,0
Soccsksargen,"Residential care activities for mental retardation,  mental health and substance abuse",0,0,0,0,0,0,0,0,0,0,0,0,0
Soccsksargen,Residential care activities for the elderly and disabled,0,0,0,0,0,0,0,0,0,0,0,0,0
Soccsksargen,"Other residential care activities, n.e.c.",6,84,81,0,38550,28986,5200,23785,15415,0,-21,0,305
Soccsksargen,Social work activities without accommodation  for the elderly and disabled,0,0,0,0,0,0,0,0,0,0,0,0,0
Soccsksargen,"Other social work activities without accommodation, n.e.c.",16,137,137,0,28029,17177,10618,6559,22808,0,0,0,0
Caraga,Human Health and Social Work Activities,63,1933,1933,81,4095535,3926096,367837,3558259,1204722,335695,114987,0,0
Caraga,Hospital activities,25,1497,1497,66,3738749,3559588,290439,3269149,1110857,330720,90250,0,0
Caraga,Medical and dental practice activities,26,332,332,4,313484,327245,64387,262859,73132,0,24277,0,0
Caraga,Other human health activities,6,34,34,2,15266,15938,4256,11682,5840,4975,347,0,0
Caraga,Residential nursing care facilities,0,0,0,0,0,0,0,0,0,0,0,0,0
Caraga,"Residential care activities for mental retardation,  mental health and substance abuse",3,39,39,7,12061,9938,3355,6585,6089,0,113,0,0
Caraga,Residential care activities for the elderly and disabled,0,0,0,0,0,0,0,0,0,0,0,0,0
Caraga,"Other residential care activities, n.e.c.",0,0,0,0,0,0,0,0,0,0,0,0,0
Caraga,Social work activities without accommodation  for the elderly and disabled,0,0,0,0,0,0,0,0,0,0,0,0,0
Caraga,"Other social work activities without accommodation, n.e.c.",0,0,0,0,0,0,0,0,0,0,0,0,0
Autonomous Region in Muslim Mindanao,Human Health and Social Work Activities,13,591,567,0,162100,131613,75606,56007,109094,16953,-3298,0,0
Autonomous Region in Muslim Mindanao,Hospital activities,6,381,363,0,106291,88747,56657,32089,78023,16443,-1805,0,0
Autonomous Region in Muslim Mindanao,Medical and dental practice activities,7,210,204,0,55809,42867,18949,23919,31071,510,-1493,0,0
Autonomous Region in Muslim Mindanao,Other human health activities,0,0,0,0,0,0,0,0,0,0,0,0,0
Autonomous Region in Muslim Mindanao,Residential nursing care facilities,0,0,0,0,0,0,0,0,0,0,0,0,0
Autonomous Region in Muslim Mindanao,"Residential care activities for mental retardation,  mental health and substance abuse",0,0,0,0,0,0,0,0,0,0,0,0,0
Autonomous Region in Muslim Mindanao,Residential care activities for the elderly and disabled,0,0,0,0,0,0,0,0,0,0,0,0,0
Autonomous Region in Muslim Mindanao,"Other residential care activities, n.e.c.",0,0,0,0,0,0,0,0,0,0,0,0,0
Autonomous Region in Muslim Mindanao,Social work activities without accommodation  for the elderly and disabled,0,0,0,0,0,0,0,0,0,0,0,0,0
Autonomous Region in Muslim Mindanao,"Other social work activities without accommodation, n.e.c.",0,0,0,0,0,0,0,0,0,0,0,0,0
