geolocation,industry_description,number_of_establishments_2021,total_employment_at_2021,paid_employees_at_2021,workers_on_sub-contract_agreement_or_under_manpower_agencies_contractors_at_2021,total_revenue_2021,total_expense_2021,compensation_2021,other_expense_2021,value_added_2021,gross_additions_to_tangible_fixed_assets_2021,change_in_inventories_2021,sales_from_e-commerce_transactions_2021,subsidies_2021
Zamboanga Peninsula,Other human health activities,4,14,6,0,2901,2019,807,1212,1876,0,-14,0,0
Zamboanga Peninsula,Residential nursing care facilities,0,0,0,0,0,0,0,0,0,0,0,0,0
Zamboanga Peninsula,"Residential care activities for mental retardation,  mental health and substance abuse",0,0,0,0,0,0,0,0,0,0,0,0,0
Zamboanga Peninsula,Residential care activities for the elderly and disabled,0,0,0,0,0,0,0,0,0,0,0,0,0
Zamboanga Peninsula,"Other residential care activities, n.e.c.",3,46,46,5,34291,28793,9880,18914,13285,0,3672,0,0
Zamboanga Peninsula,Social work activities without accommodation  for the elderly and disabled,0,0,0,0,0,0,0,0,0,0,0,0,0
Zamboanga Peninsula,"Other social work activities without accommodation, n.e.c.",3,18,18,0,35484,27345,912,26434,34086,0,0,0,0
Northern Mindanao,Human Health and Social Work Activities,207,6728,6685,527,6689897,5203619,1612649,3590969,3821502,847718,106654,0,4757
Northern Mindanao,Hospital activities,57,5464,5451,504,5247306,4007952,1352935,2655018,3187623,721718,112507,0,4757
Northern Mindanao,Medical and dental practice activities,134,1113,1088,23,1329807,1095718,232104,863614,568625,112275,-5851,0,0
Northern Mindanao,Other human health activities,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Mindanao,Residential nursing care facilities,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Mindanao,"Residential care activities for mental retardation,  mental health and substance abuse",0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Mindanao,Residential care activities for the elderly and disabled,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Mindanao,"Other residential care activities, n.e.c.",0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Mindanao,Social work activities without accommodation  for the elderly and disabled,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Mindanao,"Other social work activities without accommodation, n.e.c.",9,115,115,0,61473,55071,22958,32113,52528,11505,0,0,0
Davao Region,Human Health and Social Work Activities,388,10393,10327,407,10930977,8899965,2242930,6657036,5342552,104734,-75161,0,3533
Davao Region,Hospital activities,80,7720,7703,319,7456461,5624730,1805979,3818750,4339459,100588,-82353,0,3442
Davao Region,Medical and dental practice activities,253,2023,2002,85,2820423,2683597,324886,2358711,541868,4145,7708,0,0
Davao Region,Other human health activities,25,250,250,2,128501,106176,35278,70898,66498,0,0,0,91
Davao Region,Residential nursing care facilities,0,0,0,0,0,0,0,0,0,0,0,0,0
Davao Region,"Residential care activities for mental retardation,  mental health and substance abuse",3,83,82,2,20971,16675,7845,8831,14572,0,-29,0,0
Davao Region,Residential care activities for the elderly and disabled,0,0,0,0,0,0,0,0,0,0,0,0,0
Davao Region,"Other residential care activities, n.e.c.",10,108,108,0,98212,97651,22207,75444,31245,0,-2,0,0
Davao Region,Social work activities without accommodation  for the elderly and disabled,0,0,0,0,0,0,0,0,0,0,0,0,0
Davao Region,"Other social work activities without accommodation, n.e.c.",17,209,181,0,406409,371136,46736,324400,348910,0,-485,0,0
Soccsksargen,Human Health and Social Work Activities,202,8884,8779,523,6609515,6012266,1755147,4257119,3250861,1113420,-27385,0,12063
Soccsksargen,Hospital activities,77,7651,7595,468,5732516,5219784,1569842,3649942,2756177,467772,-27745,0,12063
Soccsksargen,Medical and dental practice activities,103,622,591,18,447768,372182,113553,258629,212085,19421,467,0,0
Soccsksargen,Other human health activities,0,0,0,0,0,0,0,0,0,0,0,0,0
Soccsksargen,Residential nursing care facilities,0,0,0,0,0,0,0,0,0,0,0,0,0
Soccsksargen,"Residential care activities for mental retardation,  mental health and substance abuse",0,0,0,0,0,0,0,0,0,0,0,0,0
Soccsksargen,Residential care activities for the elderly and disabled,0,0,0,0,0,0,0,0,0,0,0,0,0
Soccsksargen,"Other residential care activities, n.e.c.",0,0,0,0,0,0,0,0,0,0,0,0,0
Soccsksargen,Social work activities without accommodation  for the elderly and disabled,0,0,0,0,0,0,0,0,0,0,0,0,0
Soccsksargen,"Other social work activities without accommodation, n.e.c.",19,576,569,37,425025,417040,69893,347147,279637,626227,-108,0,0
Caraga,Human Health and Social Work Activities,72,2139,2139,108,2273532,1963803,496886,1466917,990001,542877,18774,0,4987
Caraga,Hospital activities,21,1520,1520,95,1767790,1485521,367851,1117669,795083,530603,20720,0,4887
Caraga,Medical and dental practice activities,42,556,556,13,484392,458180,121619,336561,184850,1951,-1946,0,0
Caraga,Other human health activities,4,9,9,0,1536,1422,712,710,901,121,0,0,0
Caraga,Residential nursing care facilities,0,0,0,0,0,0,0,0,0,0,0,0,0
Caraga,"Residential care activities for mental retardation,  mental health and substance abuse",0,0,0,0,0,0,0,0,0,0,0,0,0
Caraga,Residential care activities for the elderly and disabled,0,0,0,0,0,0,0,0,0,0,0,0,0
Caraga,"Other residential care activities, n.e.c.",0,0,0,0,0,0,0,0,0,0,0,0,0
Caraga,Social work activities without accommodation  for the elderly and disabled,0,0,0,0,0,0,0,0,0,0,0,0,0
Caraga,"Other social work activities without accommodation, n.e.c.",0,0,0,0,0,0,0,0,0,0,0,0,0
Bangsamoro Autonomous Region in Muslim Mindanao,Human Health and Social Work Activities,32,834,818,42,291879,266310,106217,160093,156560,2535,1272,0,200
Bangsamoro Autonomous Region in Muslim Mindanao,Hospital activities,11,635,629,13,236906,218593,93307,125286,126055,660,4534,0,0
Bangsamoro Autonomous Region in Muslim Mindanao,Medical and dental practice activities,18,123,123,6,37051,30444,7560,22884,14655,1875,-1016,0,0
Bangsamoro Autonomous Region in Muslim Mindanao,Other human health activities,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangsamoro Autonomous Region in Muslim Mindanao,Residential nursing care facilities,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangsamoro Autonomous Region in Muslim Mindanao,"Residential care activities for mental retardation,  mental health and substance abuse",0,0,0,0,0,0,0,0,0,0,0,0,0
Bangsamoro Autonomous Region in Muslim Mindanao,Residential care activities for the elderly and disabled,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangsamoro Autonomous Region in Muslim Mindanao,"Other residential care activities, n.e.c.",3,76,66,23,17923,17273,5350,11923,15851,0,-2246,0,200
Bangsamoro Autonomous Region in Muslim Mindanao,Social work activities without accommodation  for the elderly and disabled,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangsamoro Autonomous Region in Muslim Mindanao,"Other social work activities without accommodation, n.e.c.",0,0,0,0,0,0,0,0,0,0,0,0,0
