object_code_id,object_code
229,INPATIENT_REVDEDUCT
230,ELEC_SALES
231,581560
232,581050
233,TRAFFIC_FINES
234,581165
235,581870
236,581480
237,581600
238,581084
239,581780
240,536100
241,581450
242,597050
243,581310
244,PROP_TAX_CY
245,581075
246,595250
247,536320
248,581420
249,581860
250,CIP
251,495029
252,OTH_GOVT_AGEN
253,HLTH_SVC_FUND_EM_RT
254,HLTH_SVC_FUND_EMP_CN
255,COURT_FINE_NON_TRAF
256,PRCD_ST_DEBT
257,581350
258,ST_MOTVEH_INLIEU_TAX
259,495002
260,TRANS_OTH_OPER_REV
261,PROP_TAX_PY
262,495011
263,OTH_CONCESS
264,CONT_TFR_OUT
265,495023
266,SFO_PASS_TERM_RENT
267,HLTH_SVC_CITY_HLTH_P
268,HLTH_SVC_OTH_BEN_EXP
269,495012
270,CULT_FAC_CONCES
271,581680
272,LAND_PUR
273,UNREAL_GL_GASB3127
274,581540
275,581440
276,581071
277,PORT_HARBOR_RENT
278,RET_TRST_FUND
279,PORT_CARGO_SVCS
280,595320
281,OTH_TRNSP_TRNS_CAPAS
282,PROP_TAX_REDEV_INCR
283,581077
284,581810
285,581320
286,595010
287,495044
288,581062
289,SELF_INSUR
290,598040
291,WATER_SALES
292,SFO_NEWS_TOB_GIFT
293,581080
294,999985
295,ST_HWY_USER_TAX
296,581970
297,536180
298,595130
299,HWY_SVC_CHG
300,OTH_LOCAL_TAX
301,537250
302,539610
303,581011
304,SUBSISTANCE
305,581510
306,SFO_CNG_SVCS
307,SFO_AIR_OUT_STOR
308,537910
309,539100
310,597095
311,FED_TNSP_TRNST_OPR_A
312,OTH_FIN_SRCES
313,581070
314,FED_DIS_RELIEF
315,FED_CARES_ACT
316,EQUIP_LS_PUR_INIT
317,CORR_SVC_CHG
318,538100
319,536310
320,CAP_PROJ_BUD_CFWD
321,REF_PY_PMT
322,581800
323,595300
324,581013
325,SANIT_SVC_CHG
326,536620
327,ST_REALIGN_BACKFILL
328,SFO_PARKING_AIR
329,GL_SALES_OF_FA
330,FED_HOME_SEC
331,DEBT_ISS_COST
332,581920
333,581630
334,581380
335,581150
336,595040
337,PORT_CRUISE_SVCS
338,495007
339,SFO_PAVED_UNIMP_NONA
340,HOTEL_ROOM_TAX
341,595201
342,PORT_CRUISE_RENT
343,581190
344,EMER_SVC_REL_CHG
345,581087
346,581590
347,PROG_PROJ_CFWD
348,581625
349,581016
350,597090
351,581015
352,595290
353,581088
354,ETHICS_FINE
355,536420
356,581091
357,598030
358,HUM_SVCS
359,595110
360,STATE_BILL_REV
361,581921
362,EQUIP_PUR
363,STATE_PUB_ASSIST_PRO
364,537230
365,595210
366,SFO_ELECT
367,581100
368,TRANS_TOKEN_REV
369,495010
370,OCII_PMTS_CITY_DEPT
371,595030
372,PORT_OTH_MAR_RENT_CO
373,537510
374,PORT_FISH_SVCS
375,595050
376,581072
377,581167
378,ETHICS_FEE
379,TRANS_ADV_REV
380,TRANS_PARA_REV
381,581142
382,PROP_TRNS_TAX
383,SFO_RENTAL_AIR
384,581610
385,581086
386,581166
387,539000
388,538400
389,581900
390,STATE_HLTH_WELF_SLTX
391,PORT_OTH_MARINE_SV
392,SFO_FUEL_OIL_OTH_SVC
393,581161
394,595240
395,581220
396,581162
397,539220
398,536270
399,SFO_ADV_TEL_OTH
400,597100
401,SFO_REST_ALL_SVCS
402,STATE_HLTH_WELF_VEH
403,536200
404,ST_TRNS_TRANOPER_AST
405,REG_TAX
406,SFO_NAT_GAS
407,581845
408,SFO_AIR_SUPP_SVC
409,ST_CAP_TRD_FND_PRG
410,536290
411,SALES_USE_TAX
412,PORT_SHIP_RPR_SVC
413,581530
414,PORT_POWER
415,495032
416,581620
417,EQUIP_LS_PUR_OPT
418,581076
419,HLTH_SVC_HOM_DNT_DIS
420,581060
421,495005
422,495004
423,581910
424,536220
425,CONV_FAC_RENT_CONC
426,539150
427,412001
428,495045
429,536340
430,ANIMAL_PURCHASE
431,581020
432,499000
433,536150
434,OTH_EXP_NON_EXP_TP
435,595020
436,ASSESSMT_FEES
437,ST_DISASTER_REL
438,ST_AGRICULT
439,581720
440,SFWD_OTHER
441,581290
442,593010
443,536690
444,595260
445,595280
446,581089
447,536110
448,FED_TNSP_TRNST_CAP_A
449,537110
450,581110
451,WATER_OTH_OP_REV
452,IFD_RFD_INCRMNT_TAX
453,581105
454,INSUR_PROCEEDS
455,495009
456,537115
457,595070
458,581421
459,595332
460,EQUIP_LS_PUR_OPTRE
461,595190
462,538300
463,595120
464,536160
465,495003
466,581010
467,SFO_OTH_GRND_TRANS
468,STATE_HLTH_ADMIN
469,536170
470,SFO_AUTO_RENT
471,OTH_INV_INC_GROSS
472,539130
473,536440
474,ST_PROP172_PUBSAFE_F
475,LAND
476,581082
477,537210
478,536280
479,537340
480,581940
481,595329
482,536610
483,495031
484,581163
485,FED_ARRA
486,581093
487,FED_AMER_RES_PLN_ACT
488,DEBT_PMT_TO_REF_BND
489,537610
490,536190
491,PORT_HARBOR_SVC
492,SFO_WATER
493,495049
494,537410
495,TRANS_CHART_BUS_REV
496,537810
497,581164
498,595310
499,DIVIDENDS
500,DEPRECIATION
501,538200
502,581760
503,595090
504,581960
505,581141
506,536530
507,595100
508,508010
509,AMORTIZATION
510,538020
511,557810
512,592020
513,PMT_TO_REF_BND_ESC
514,581990
515,537360
516,537530
517,495046
518,536330
519,597070
520,ST_TRNS_TRANCAP_ASST
521,FA_RET_DISP_WO
522,597080
523,495006
524,537515
525,537310
526,536410
527,EQUIP_LS_PUR_FINAG
528,PERF_SVCS_EXPND_CFWD
529,FAC_MNTC_BUD_CFWD
530,597110
531,598090
532,SFCC_DIST_REV
533,598041
534,538201
535,581111
536,495019
537,595060
538,539420
539,470710
540,539510
541,539110
542,PORT_SHIP_REP_CONC
543,495016
544,595046
545,OTH_PROJ_BUD_CFWD
546,597011
547,GR_EXPEND_BUD_CFWD
548,495051
549,581094
550,581030
551,495052
552,865
553,445
554,930
555,753
556,ELS
557,652
558,659
559,653
560,658
561,259
562,GFS
563,449
564,950
565,352
566,635
567,455
568,456
569,454
570,398
571,875
572,489
573,782
574,999
575,201
576,251
577,301
578,606
579,470
580,607
581,651
582,762
583,660
584,252
585,122
586,601
587,799
588,665
589,628
590,203
591,781
592,625
593,481
594,109
595,101
596,102
597,103
598,104
599,801
600,860
601,849
602,789
603,356
604,355
605,499
606,491
607,611
608,626
609,129
610,354
611,353
612,351
613,699
614,255
615,207
616,111
617,605
618,209
619,202
620,206
621,357
622,761
623,401
624,452
625,890
626,304
627,113
628,461
629,124
630,125
631,121
632,123
633,402
634,453
635,451
636,483
637,253
638,671
639,440
640,674
641,675
642,676
643,677
644,673
645,672
646,374
647,376
648,381
649,375
650,379
651,372
652,373
653,377
654,462
655,608
656,771
657,772
658,779
659,776
660,774
661,773
662,662
663,663
664,664
665,669
666,667
667,661
668,666
669,411
670,471
671,687
672,681
673,780
674,803
675,759
676,640
677,645
678,642
679,647
680,641
681,646
682,14
683,17
684,40
685,23
686,28
687,29
688,24
689,35
690,27
691,30
692,31
693,22
694,21
695,20
696,12
697,11
698,1
699,4
700,9
701,5
702,81
703,ELU
704,16
705,15
706,19
707,363
708,701
709,482
710,06F
711,13
712,631
713,32
714,6
715,52
716,79
717,44
718,49
719,26
720,67
721,95
722,42
723,43
724,46
725,45
726,06P
727,04A
728,53
729,38
730,60
731,39
732,25
733,64
734,51
735,61
736,62
737,48
738,93
739,70
740,06B
741,98
742,47
743,71
744,10
745,2
746,54
747,34
748,74
749,36
750,37
751,63
752,97
753,33
754,18
755,3
756,609
757,92
758,73
759,702
760,754
761,65
762,06C
763,366
764,367
765,457
766,96
767,493
768,06D
769,797
770,105
771,45C
772,06R
773,112
774,02C
775,395
776,399
777,475
778,06G
