incident_number,exposure_number,id,address,incident_date,call_number,alarm_dttm,arrival_dttm,close_dttm,city,zipcode,battalion,station_area,box,suppression_units,suppression_personnel,ems_units,ems_personnel,other_units,other_personnel,first_unit_on_scene,estimated_property_loss,estimated_contents_loss,fire_fatalities,fire_injuries,civilian_fatalities,civilian_injuries,number_of_alarms,primary_situation,mutual_aid,action_taken_primary,action_taken_secondary,action_taken_other,detector_alerted_occupants,property_use,area_of_fire_origin,ignition_cause,ignition_factor_primary,ignition_factor_secondary,heat_source,item_first_ignited,human_factors_associated_with_ignition,structure_type,structure_status,floor_of_fire_origin,fire_spread,no_flame_spread,number_of_floors_with_minimum_damage,number_of_floors_with_significant_damage,number_of_floors_with_heavy_damage,number_of_floors_with_extreme_damage,detectors_present,detector_type,detector_operation,detector_effectiveness,detector_failure_reason,automatic_extinguishing_system_present,automatic_extinguishing_sytem_type,automatic_extinguishing_sytem_perfomance,automatic_extinguishing_sytem_failure_reason,number_of_sprinkler_heads_operating,supervisor_district,neighborhood_district,point,data_as_of,data_loaded_at
7074128,0,70741280,101sb C Chave On / Cesar Chavez Street,2007-09-15,72580226,2007-09-15 15:32:46,2007-09-15 15:40:43,2007-09-15 16:54:40,San Francisco,94107.0,B10,9,1461.0,2,8,0,0,0,0,E09,1000.0,50.0,0,0,0,0,1,322  -  Vehicle accident with injuries,Mutual aid received,32  -  Provide basic life support (BLS),86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,961  -  Highway or divided highway (Street),"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,12  - Exterior wall covering or finish,1.0,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded","0  - Detector failure reason, other",N  - None Present,,,,0.0,10.0,Potrero Hill,"-122.402881739, 37.749532473",2007-10-03 08:57:34,2025-06-01 02:18:08
7074135,0,70741350,161 Powell Street,2007-09-15,72580237,2007-09-15 16:20:15,2007-09-15 16:23:43,2007-09-15 16:26:50,San Francisco,94102.0,B01,1,1461.0,1,4,0,0,0,0,E03,1000.0,50.0,0,0,0,0,1,"118  -  Trash or rubbish fire, contained",Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,U  -  Unknown,"960  -  Street, other","24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,12  - Exterior wall covering or finish,1.0,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded","0  - Detector failure reason, other",N  - None Present,,,,0.0,3.0,Tenderloin,"-122.40805, 37.786028",2007-09-15 18:45:36,2025-06-01 02:18:08
7074138,0,70741380,Corbett Avenue / Market Street,2007-09-15,72580241,2007-09-15 16:44:13,2007-09-15 16:51:44,2007-09-15 17:00:37,San Francisco,94114.0,B06,24,1461.0,1,1,0,0,0,0,E11,1000.0,50.0,0,0,0,0,1,"713  -  Telephone, malicious false alarm",Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"962  -  Residential street, road or residential dr","24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,12  - Exterior wall covering or finish,1.0,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded","0  - Detector failure reason, other",N  - None Present,,,,0.0,8.0,Twin Peaks,"-122.44335, 37.750081",2007-09-30 18:33:49,2025-06-01 02:18:08
7074139,0,70741390,Bayshore Block. / Blockanken Avenue,2007-09-15,72580242,2007-09-15 16:51:58,2007-09-15 16:55:34,2007-09-15 18:27:29,San Francisco,94134.0,B10,44,1461.0,1,4,0,0,0,0,E44,1000.0,50.0,0,0,0,0,1,322  -  Vehicle accident with injuries,Mutual aid received,"70  -  Assistance, other",86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"962  -  Residential street, road or residential dr","24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,12  - Exterior wall covering or finish,1.0,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded","0  - Detector failure reason, other",N  - None Present,,,,0.0,10.0,Visitacion Valley,"-122.402459, 37.712182",2007-09-15 21:04:55,2025-06-01 02:18:08
7074140,0,70741400,Mission Street / Excelsior Avenue,2007-09-15,72580243,2007-09-15 16:54:20,2007-09-15 16:57:13,2007-09-15 16:58:16,San Francisco,94112.0,B09,43,1461.0,2,9,0,0,0,0,E43,1000.0,50.0,0,0,0,0,1,"711  -  Municipal alarm system, Street Box False",Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"962  -  Residential street, road or residential dr","24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,12  - Exterior wall covering or finish,1.0,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded","0  - Detector failure reason, other",N  - None Present,,,,0.0,11.0,Outer Mission,"-122.433609, 37.726389",2007-09-17 11:06:39,2025-06-01 02:18:08
7074142,0,70741420,44 Montgomery Street,2007-09-15,72580245,2007-09-15 17:04:29,2007-09-15 17:10:12,2007-09-15 17:20:02,San Francisco,94111.0,B01,13,1461.0,3,11,0,0,0,0,T13,1000.0,50.0,0,0,0,0,1,735  -  Alarm system sounded due to malfunction,Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,599  -  Business office,"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,12  - Exterior wall covering or finish,1.0,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded","0  - Detector failure reason, other",N  - None Present,,,,0.0,3.0,Financial District/South Beach,"-122.401767, 37.789808",2007-09-15 22:13:54,2025-06-01 02:18:08
7074144,0,70741440,515 Minna Street,2007-09-15,72580247,2007-09-15 17:09:27,2007-09-15 17:13:52,2007-09-15 17:20:17,San Francisco,94105.0,B03,1,1461.0,1,5,0,0,0,0,T01,1000.0,50.0,0,0,0,0,1,551  -  Assist PD or other Govern. Agency,Mutual aid received,"70  -  Assistance, other",86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,419  -  1 or 2 family dwelling,"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,12  - Exterior wall covering or finish,1.0,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded","0  - Detector failure reason, other",N  - None Present,,,,0.0,6.0,South of Market,"-122.40846573, 37.7800725",2007-09-15 17:37:52,2025-06-01 02:18:08
7074148,0,70741480,700 Pennsylvania Avenue,2007-09-15,72580252,2007-09-15 17:28:47,2007-09-15 17:34:47,2007-09-15 17:38:31,San Francisco,94124.0,B10,37,1461.0,3,10,0,0,0,0,E37,1000.0,50.0,0,0,0,0,1,"700  -  False alarm or false call, other",Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,599  -  Business office,"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,12  - Exterior wall covering or finish,1.0,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded","0  - Detector failure reason, other",N  - None Present,,,,0.0,10.0,Potrero Hill,"-122.39355, 37.756924",2007-09-15 20:11:14,2025-06-01 02:18:08
7074153,0,70741530,3560 California Street,2007-09-15,72580259,2007-09-15 18:17:55,2007-09-15 18:22:38,2007-09-15 18:32:32,San Francisco,94118.0,B07,10,1461.0,1,4,0,0,0,0,E10,1000.0,50.0,0,0,0,0,1,554  -  Assist invalid,Mutual aid received,71  -  Assist physically disabled,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,429  -  Multifamily dwellings,"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,12  - Exterior wall covering or finish,1.0,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded","0  - Detector failure reason, other",N  - None Present,,,,0.0,2.0,Presidio Heights,"-122.45280706, 37.78679558",2007-09-15 18:49:36,2025-06-01 02:18:08
7074154,0,70741540,1 Sf Intl Airport,2007-09-15,72580260,2007-09-15 16:39:01,2007-09-15 16:48:19,2007-09-15 16:58:11,San Francisco International Airport area,94128.0,B09,A2,1461.0,5,10,0,0,0,0,AP,1000.0,50.0,0,0,0,0,1,462  -  Aircraft standby,Mutual aid received,86  -  Investigate,92  -  Standby,86  -  Investigate,1  -  Detector alerted occupants,972  -  Aircraft runway,"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,12  - Exterior wall covering or finish,1.0,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded","0  - Detector failure reason, other",N  - None Present,,,,0.0,3.0,Mission,"-122.38416, 37.616901",2007-09-15 21:11:43,2025-06-01 02:18:08
