incident_number,exposure_number,id,address,incident_date,call_number,alarm_dttm,arrival_dttm,close_dttm,city,zipcode,battalion,station_area,box,suppression_units,suppression_personnel,ems_units,ems_personnel,other_units,other_personnel,first_unit_on_scene,estimated_property_loss,estimated_contents_loss,fire_fatalities,fire_injuries,civilian_fatalities,civilian_injuries,number_of_alarms,primary_situation,mutual_aid,action_taken_primary,action_taken_secondary,action_taken_other,detector_alerted_occupants,property_use,area_of_fire_origin,ignition_cause,ignition_factor_primary,ignition_factor_secondary,heat_source,item_first_ignited,human_factors_associated_with_ignition,structure_type,structure_status,floor_of_fire_origin,fire_spread,no_flame_spread,number_of_floors_with_minimum_damage,number_of_floors_with_significant_damage,number_of_floors_with_heavy_damage,number_of_floors_with_extreme_damage,detectors_present,detector_type,detector_operation,detector_effectiveness,detector_failure_reason,automatic_extinguishing_system_present,automatic_extinguishing_sytem_type,automatic_extinguishing_sytem_perfomance,automatic_extinguishing_sytem_failure_reason,number_of_sprinkler_heads_operating,supervisor_district,neighborhood_district,point,data_as_of,data_loaded_at
6090721,0,60907210,1450 Greenwich Street,2006-11-17,63210310,2006-11-17 20:30:04,2006-11-17 20:34:00,2006-11-17 20:56:29,San Francisco,94109,B01,16,1451.0,1,4,0,0,0,0,E16,0,0.0,0,0,0,0,1,733  -  Smoke detector activation/malfunction,,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"400  -  Residential, other","24  -  Cooking area, kitchen",2  -  Unintentional,"20  -  Mechanical failure, malfunction, othe",,UU  -  Undetermined,UU  -  Undetermined,N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",2.0,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",U  - Undetermined,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,,0.0,3.0,Russian Hill,"-122.423584, 37.800583",2006-11-17 21:12:13,2025-06-01 02:18:08
6090722,0,60907220,Lakeview Avenue / Plymouth Avenue,2006-11-17,63210311,2006-11-17 20:31:03,2006-11-17 20:33:55,2006-11-17 20:34:32,San Francisco,94112,B09,33,1451.0,2,9,0,0,0,0,E33,0,0.0,0,0,0,0,1,"711  -  Municipal alarm system, Street Box False",,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"960  -  Street, other","24  -  Cooking area, kitchen",2  -  Unintentional,"20  -  Mechanical failure, malfunction, othe",,UU  -  Undetermined,UU  -  Undetermined,N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",2.0,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",U  - Undetermined,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,,0.0,11.0,Oceanview/Merced/Ingleside,"-122.456107, 37.718236",2006-11-17 21:37:17,2025-06-01 02:18:08
6090723,0,60907230,678 Fell Street,2006-11-17,63210320,2006-11-17 20:42:34,2006-11-17 20:45:42,2006-11-17 21:33:35,San Francisco,94102,B02,36,1451.0,3,9,0,0,0,0,B02,0,0.0,0,0,0,0,1,"311  -  Medical assist, assist EMS crew",,"00  -  Action taken, other",86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"000  -  Property Use, other","24  -  Cooking area, kitchen",2  -  Unintentional,"20  -  Mechanical failure, malfunction, othe",,UU  -  Undetermined,UU  -  Undetermined,N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",2.0,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",U  - Undetermined,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,,0.0,5.0,Hayes Valley,"-122.42877404, 37.77571559",2006-11-18 00:20:27,2025-06-01 02:18:08
6090727,0,60907270,Jackson Street / Scott Street,2006-11-17,63210326,2006-11-17 21:03:07,2006-11-17 21:07:24,2006-11-17 22:03:41,San Francisco,94123,B04,38,1451.0,1,4,0,0,0,0,E38,0,0.0,0,0,0,0,1,"311  -  Medical assist, assist EMS crew",,31  -  Provide first aid & check for injuries,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"960  -  Street, other","24  -  Cooking area, kitchen",2  -  Unintentional,"20  -  Mechanical failure, malfunction, othe",,UU  -  Undetermined,UU  -  Undetermined,N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",2.0,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",U  - Undetermined,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,,0.0,2.0,Pacific Heights,"-122.439489, 37.791843",2006-11-17 23:34:20,2025-06-01 02:18:08
6090730,0,60907300,300 Bowling Green Drive,2006-11-17,63210329,2006-11-17 21:26:06,2006-11-17 21:30:20,2006-11-17 21:35:15,San Francisco,94117,B07,12,1451.0,1,4,0,0,0,0,E12,0,0.0,0,0,0,0,1,"118  -  Trash or rubbish fire, contained",,"10  -  Fire, other",86  -  Investigate,86  -  Investigate,U  -  Unknown,124  -  Playground,"24  -  Cooking area, kitchen",2  -  Unintentional,"20  -  Mechanical failure, malfunction, othe",,UU  -  Undetermined,UU  -  Undetermined,N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",2.0,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",U  - Undetermined,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,,0.0,7.0,Golden Gate Park,"-122.457872, 37.768214",2006-11-18 07:28:21,2025-06-01 02:18:08
6090736,0,60907360,Bosworth Street / Rotteck Street,2006-11-17,63210336,2006-11-17 21:46:01,2006-11-17 21:49:32,2006-11-17 21:49:49,San Francisco,94110,B09,32,1451.0,1,4,0,0,0,0,E32,0,0.0,0,0,0,0,1,"711  -  Municipal alarm system, Street Box False",,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"962  -  Residential street, road or residential dr","24  -  Cooking area, kitchen",2  -  Unintentional,"20  -  Mechanical failure, malfunction, othe",,UU  -  Undetermined,UU  -  Undetermined,N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",2.0,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",U  - Undetermined,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,,0.0,8.0,Outer Mission,"-122.431124, 37.73318",2006-11-17 22:00:09,2025-06-01 02:18:08
6090738,0,60907380,410 Jessie Street,2006-11-17,63210339,2006-11-17 21:51:04,2006-11-17 21:55:06,2006-11-17 22:19:45,San Francisco,94103,B03,1,1451.0,1,5,0,0,0,0,T01,0,0.0,0,0,0,0,1,"100  -  Fire, other",,"40  -  Hazardous condition, other",86  -  Investigate,86  -  Investigate,U  -  Unknown,599  -  Business office,"24  -  Cooking area, kitchen",2  -  Unintentional,"20  -  Mechanical failure, malfunction, othe",,UU  -  Undetermined,UU  -  Undetermined,N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",2.0,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",U  - Undetermined,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,,0.0,6.0,South of Market,"-122.407547, 37.783146",2006-11-17 22:55:23,2025-06-01 02:18:08
6090745,0,60907450,601 Larkin Street,2006-11-17,63210346,2006-11-17 22:07:09,2006-11-17 22:09:57,2006-11-17 22:09:57,San Francisco,94102,B02,3,1451.0,2,9,0,0,0,0,E01,0,0.0,0,0,0,0,1,611  -  Dispatched & canceled en route,,93  -  Cancelled enroute,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"960  -  Street, other","24  -  Cooking area, kitchen",2  -  Unintentional,"20  -  Mechanical failure, malfunction, othe",,UU  -  Undetermined,UU  -  Undetermined,N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",2.0,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",U  - Undetermined,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,,0.0,5.0,Tenderloin,"-122.41763, 37.783368",2006-12-31 11:56:27,2025-06-01 02:18:08
6090751,0,60907510,2095 California Street,2006-11-17,63210354,2006-11-17 22:58:30,2006-11-17 23:13:11,2006-11-17 23:14:26,San Francisco,94115,B04,38,1451.0,1,4,0,0,0,0,E38,0,0.0,0,0,0,0,1,"651  -  Smoke scare, odor of smoke",,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,419  -  1 or 2 family dwelling,"24  -  Cooking area, kitchen",2  -  Unintentional,"20  -  Mechanical failure, malfunction, othe",,UU  -  Undetermined,UU  -  Undetermined,N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",2.0,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",U  - Undetermined,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,,0.0,5.0,Pacific Heights,"-122.42875, 37.789484",2006-11-17 23:45:19,2025-06-01 02:18:08
6090758,0,60907580,25th Avenue / Crossover Drive,2006-11-17,63210361,2006-11-17 23:25:31,2006-11-17 23:28:45,2006-11-17 23:30:18,San Francisco,94121,B07,14,1451.0,3,10,0,0,0,0,RC2,0,0.0,0,0,0,0,1,322  -  Vehicle accident with injuries,,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,963  -  Street or road in commercial area,"24  -  Cooking area, kitchen",2  -  Unintentional,"20  -  Mechanical failure, malfunction, othe",,UU  -  Undetermined,UU  -  Undetermined,N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",2.0,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",U  - Undetermined,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,,0.0,1.0,Golden Gate Park,"-122.484195, 37.772566",2006-11-18 07:49:12,2025-06-01 02:18:08
6090759,0,60907590,1324 19th Street,2006-11-17,63210364,2006-11-17 23:31:58,2006-11-17 23:35:24,2006-11-18 00:14:57,San Francisco,94107,B10,37,1451.0,1,4,0,0,0,0,E37,0,0.0,0,0,0,0,1,321  -  EMS excluding veh. accident w/injuries,,32  -  Provide basic life support (BLS),86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"962  -  Residential street, road or residential dr","24  -  Cooking area, kitchen",2  -  Unintentional,"20  -  Mechanical failure, malfunction, othe",,UU  -  Undetermined,UU  -  Undetermined,N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",2.0,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",U  - Undetermined,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,,0.0,10.0,Potrero Hill,"-122.39588718, 37.76149174",2006-11-18 01:08:24,2025-06-01 02:18:08
6090767,0,60907670,350 Arballo Drive,2006-11-18,63220005,2006-11-18 00:10:39,2006-11-18 00:14:52,2006-11-18 00:41:42,San Francisco,94132,B08,19,1451.0,3,11,0,0,0,0,E19,0,0.0,0,0,0,0,1,"714  -  Central station, malicious false alarm",,63  -  Restore fire alarm system,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,429  -  Multifamily dwellings,"24  -  Cooking area, kitchen",2  -  Unintentional,"20  -  Mechanical failure, malfunction, othe",,UU  -  Undetermined,UU  -  Undetermined,N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",2.0,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",U  - Undetermined,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,,0.0,7.0,Lakeshore,"-122.483111, 37.720294",2006-11-18 01:11:35,2025-06-01 02:18:08
6090785,0,60907850,217 Eddy Street,2006-11-18,63220026,2006-11-18 01:45:10,2006-11-18 01:49:19,2006-11-18 01:55:11,San Francisco,94109,B03,1,1451.0,3,11,0,0,0,0,E01,0,0.0,0,0,0,0,1,"743  -  Smoke detector, no fire, accidental",,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,429  -  Multifamily dwellings,"24  -  Cooking area, kitchen",2  -  Unintentional,"20  -  Mechanical failure, malfunction, othe",,UU  -  Undetermined,UU  -  Undetermined,N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",2.0,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",U  - Undetermined,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,,0.0,5.0,Tenderloin,"-122.41126913, 37.78391581",2006-11-18 08:43:07,2025-06-01 02:18:08
6090789,0,60907890,19th Street / Minnesota Street,2006-11-18,63220030,2006-11-18 02:00:14,2006-11-18 02:04:19,2006-11-18 02:05:35,San Francisco,94107,B10,37,1451.0,1,4,0,0,0,0,E37,0,0.0,0,0,0,0,1,"711  -  Municipal alarm system, Street Box False",,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,963  -  Street or road in commercial area,"24  -  Cooking area, kitchen",2  -  Unintentional,"20  -  Mechanical failure, malfunction, othe",,UU  -  Undetermined,UU  -  Undetermined,N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",2.0,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",U  - Undetermined,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,,0.0,10.0,Potrero Hill,"-122.390575, 37.761652",2006-11-18 02:18:12,2025-06-01 02:18:08
6090801,0,60908010,3rd Street / Stevenson Street,2006-11-18,63220044,2006-11-18 03:12:52,2006-11-18 03:19:10,2006-11-18 03:19:10,San Francisco,94105,B03,1,1451.0,1,4,0,0,0,0,E01,0,0.0,0,0,0,0,1,"150  -  Outside rubbish fire, other",,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"960  -  Street, other","24  -  Cooking area, kitchen",2  -  Unintentional,"20  -  Mechanical failure, malfunction, othe",,UU  -  Undetermined,UU  -  Undetermined,N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",2.0,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",U  - Undetermined,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,,0.0,6.0,Financial District/South Beach,"-122.40303, 37.787024",2006-11-18 07:53:41,2025-06-01 02:18:08
6090811,0,60908110,Gough Street / Mcallister Street,2006-11-18,63220058,2006-11-18 04:13:24,2006-11-18 04:16:44,2006-11-18 05:19:28,San Francisco,94115,B02,5,1451.0,3,10,1,2,0,0,T05,0,0.0,0,0,0,0,1,324  -  Motor vehicle accident with no injuries.,,73  -  Provide manpower,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"962  -  Residential street, road or residential dr","24  -  Cooking area, kitchen",2  -  Unintentional,"20  -  Mechanical failure, malfunction, othe",,UU  -  Undetermined,UU  -  Undetermined,N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",2.0,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",U  - Undetermined,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,,0.0,5.0,Western Addition,"-122.423546, 37.779672",2007-02-08 08:43:05,2025-06-01 02:18:08
6090812,0,60908120,2211 19th Avenue,2006-11-18,63220061,2006-11-18 04:31:06,2006-11-18 04:36:17,2006-11-18 05:26:13,San Francisco,94116,B08,40,1451.0,1,4,0,0,0,0,E40,0,0.0,0,0,0,0,1,"520  -  Water problem, other",,45  -  Remove hazard,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"000  -  Property Use, other","24  -  Cooking area, kitchen",2  -  Unintentional,"20  -  Mechanical failure, malfunction, othe",,UU  -  Undetermined,UU  -  Undetermined,N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",2.0,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",U  - Undetermined,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,,0.0,7.0,Sunset/Parkside,"-122.475972, 37.746534",2007-09-04 09:28:31,2025-06-01 02:18:08
