incident_number,exposure_number,id,address,incident_date,call_number,alarm_dttm,arrival_dttm,close_dttm,city,zipcode,battalion,station_area,box,suppression_units,suppression_personnel,ems_units,ems_personnel,other_units,other_personnel,first_unit_on_scene,estimated_property_loss,estimated_contents_loss,fire_fatalities,fire_injuries,civilian_fatalities,civilian_injuries,number_of_alarms,primary_situation,mutual_aid,action_taken_primary,action_taken_secondary,action_taken_other,detector_alerted_occupants,property_use,area_of_fire_origin,ignition_cause,ignition_factor_primary,ignition_factor_secondary,heat_source,item_first_ignited,human_factors_associated_with_ignition,structure_type,structure_status,floor_of_fire_origin,fire_spread,no_flame_spread,number_of_floors_with_minimum_damage,number_of_floors_with_significant_damage,number_of_floors_with_heavy_damage,number_of_floors_with_extreme_damage,detectors_present,detector_type,detector_operation,detector_effectiveness,detector_failure_reason,automatic_extinguishing_system_present,automatic_extinguishing_sytem_type,automatic_extinguishing_sytem_perfomance,automatic_extinguishing_sytem_failure_reason,number_of_sprinkler_heads_operating,supervisor_district,neighborhood_district,point,data_as_of,data_loaded_at
5085190,0,50851900,Cotter Street / Mission Street,2005-11-12,53160038,2005-11-12 03:04:07,2005-11-12 03:08:30,2005-11-12 03:37:26,San Francisco,94110,B09,32,1352.0,1,4,0,0,0,0,E32,0,0,0,0,0,0,1,322  -  Vehicle accident with injuries,,"00  -  Action taken, other",86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"960  -  Street, other","83  -  Engine area, running gear, wheel area",2  -  Unintentional,11  -  Abandoned or discarded materials or p,"10  -  Misuse of material or product, other",60  -  Heat; other open flame/smoking materi,"81  -  Electrical wire, cable insulation",N  -  None,1  - Enclosed building,2  - In normal use,1.0,17  - Structural member or framing,2.0,1.0,0.0,0.0,0.0,N  - Not present,U  - Undetermined,U  - Undetermined,"1  - Alerted occupants, occupants responded",,N  - None Present,1  - Wet - pipe sprinkler,3  - Fire too small to activate system,,0.0,11.0,Excelsior,"-122.432911, 37.727179",2005-11-14 12:16:17,2025-06-01 02:18:08
5085193,0,50851930,3157 Mission Street,2005-11-12,53160041,2005-11-12 03:27:30,2005-11-12 03:31:08,2005-11-12 03:38:19,San Francisco,94110,B06,11,1352.0,1,4,0,0,0,0,E11,0,0,0,0,0,0,1,"500  -  Service Call, other",,47  -  Decontaminate occupancy or area,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"960  -  Street, other","83  -  Engine area, running gear, wheel area",2  -  Unintentional,11  -  Abandoned or discarded materials or p,"10  -  Misuse of material or product, other",60  -  Heat; other open flame/smoking materi,"81  -  Electrical wire, cable insulation",N  -  None,1  - Enclosed building,2  - In normal use,1.0,17  - Structural member or framing,2.0,1.0,0.0,0.0,0.0,N  - Not present,U  - Undetermined,U  - Undetermined,"1  - Alerted occupants, occupants responded",,N  - None Present,1  - Wet - pipe sprinkler,3  - Fire too small to activate system,,0.0,9.0,Bernal Heights,"-122.41895714, 37.74652441",2005-11-29 23:11:19,2025-06-01 02:18:08
5085194,0,50851940,375 14th Street,2005-11-12,53160042,2005-11-12 03:29:39,2005-11-12 03:32:31,2005-11-12 04:04:03,San Francisco,94110,B02,36,1352.0,11,33,0,0,0,0,E36,0,0,0,0,0,0,1,"210  -  Steam Rupture, steam, other",,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"439  -  Boarding/rooming house, res. hotels","83  -  Engine area, running gear, wheel area",2  -  Unintentional,11  -  Abandoned or discarded materials or p,"10  -  Misuse of material or product, other",60  -  Heat; other open flame/smoking materi,"81  -  Electrical wire, cable insulation",N  -  None,1  - Enclosed building,2  - In normal use,1.0,17  - Structural member or framing,2.0,1.0,0.0,0.0,0.0,N  - Not present,U  - Undetermined,U  - Undetermined,"1  - Alerted occupants, occupants responded",,N  - None Present,1  - Wet - pipe sprinkler,3  - Fire too small to activate system,,0.0,9.0,Mission,"-122.42164839, 37.76794711",2005-11-12 04:13:26,2025-06-01 02:18:08
5085197,0,50851970,Gough Street / Market Street,2005-11-12,53160045,2005-11-12 03:48:20,2005-11-12 03:48:20,2005-11-12 04:46:18,San Francisco,94110,B02,36,1352.0,3,8,0,0,0,0,B02,0,0,0,0,0,0,1,"311  -  Medical assist, assist EMS crew",,31  -  Provide first aid & check for injuries,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"962  -  Residential street, road or residential dr","83  -  Engine area, running gear, wheel area",2  -  Unintentional,11  -  Abandoned or discarded materials or p,"10  -  Misuse of material or product, other",60  -  Heat; other open flame/smoking materi,"81  -  Electrical wire, cable insulation",N  -  None,1  - Enclosed building,2  - In normal use,1.0,17  - Structural member or framing,2.0,1.0,0.0,0.0,0.0,N  - Not present,U  - Undetermined,U  - Undetermined,"1  - Alerted occupants, occupants responded",,N  - None Present,1  - Wet - pipe sprinkler,3  - Fire too small to activate system,,0.0,6.0,Hayes Valley,"-122.421944, 37.773037",2005-11-12 07:18:15,2025-06-01 02:18:08
5085200,0,50852000,1601 19th Avenue,2005-11-12,53160053,2005-11-12 05:11:12,2005-11-12 05:15:34,2005-11-12 05:24:57,San Francisco,94122,B08,40,1352.0,3,10,0,0,0,0,E40,0,0,0,0,0,0,1,"730  -  System malfunction, other",,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"311  -  24 - hr care nurse homes, 4 or more person","83  -  Engine area, running gear, wheel area",2  -  Unintentional,11  -  Abandoned or discarded materials or p,"10  -  Misuse of material or product, other",60  -  Heat; other open flame/smoking materi,"81  -  Electrical wire, cable insulation",N  -  None,1  - Enclosed building,2  - In normal use,1.0,17  - Structural member or framing,2.0,1.0,0.0,0.0,0.0,N  - Not present,U  - Undetermined,U  - Undetermined,"1  - Alerted occupants, occupants responded",,N  - None Present,1  - Wet - pipe sprinkler,3  - Fire too small to activate system,,0.0,4.0,Sunset/Parkside,"-122.476766, 37.757896",2005-11-12 05:31:09,2025-06-01 02:18:08
5085211,0,50852110,145 Jefferson Street,2005-11-12,53160067,2005-11-12 06:47:25,2005-11-12 06:52:20,2005-11-12 07:21:44,San Francisco,94133,B01,28,1352.0,1,4,0,0,0,0,E28,0,0,0,0,0,0,1,"730  -  System malfunction, other",,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"120  -  Variable use amusement, recreation places","83  -  Engine area, running gear, wheel area",2  -  Unintentional,11  -  Abandoned or discarded materials or p,"10  -  Misuse of material or product, other",60  -  Heat; other open flame/smoking materi,"81  -  Electrical wire, cable insulation",N  -  None,1  - Enclosed building,2  - In normal use,1.0,17  - Structural member or framing,2.0,1.0,0.0,0.0,0.0,N  - Not present,U  - Undetermined,U  - Undetermined,"1  - Alerted occupants, occupants responded",,N  - None Present,1  - Wet - pipe sprinkler,3  - Fire too small to activate system,,0.0,3.0,North Beach,"-122.414643, 37.808061",2005-11-21 18:41:44,2025-06-01 02:18:08
5085214,0,50852140,1443 7th Avenue,2005-11-12,53160070,2005-11-12 07:14:29,2005-11-12 07:18:26,2005-11-12 07:21:56,San Francisco,94122,B08,22,1352.0,3,10,0,0,0,0,E22,0,0,0,0,0,0,1,"730  -  System malfunction, other",,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,419  -  1 or 2 family dwelling,"83  -  Engine area, running gear, wheel area",2  -  Unintentional,11  -  Abandoned or discarded materials or p,"10  -  Misuse of material or product, other",60  -  Heat; other open flame/smoking materi,"81  -  Electrical wire, cable insulation",N  -  None,1  - Enclosed building,2  - In normal use,1.0,17  - Structural member or framing,2.0,1.0,0.0,0.0,0.0,N  - Not present,U  - Undetermined,U  - Undetermined,"1  - Alerted occupants, occupants responded",,N  - None Present,1  - Wet - pipe sprinkler,3  - Fire too small to activate system,,0.0,7.0,Inner Sunset,"-122.464072, 37.761455",2005-11-18 12:05:42,2025-06-01 02:18:08
5085218,0,50852180,Arguello Block / Mcallister Street,2005-11-12,53160075,2005-11-12 07:30:39,2005-11-12 07:34:32,2005-11-12 07:37:55,San Francisco,94118,B07,31,1352.0,2,9,0,0,0,0,E31,0,50,0,0,0,0,1,131  -  Passenger vehicle fire,,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"962  -  Residential street, road or residential dr","83  -  Engine area, running gear, wheel area",3  -  Failure of equipment or heat source,"33  -  Short cir. arc, defect/worn insulatio","10  -  Misuse of material or product, other",13  -  Arcing,"81  -  Electrical wire, cable insulation",N  -  None,1  - Enclosed building,2  - In normal use,1.0,17  - Structural member or framing,2.0,1.0,0.0,0.0,0.0,N  - Not present,U  - Undetermined,U  - Undetermined,"1  - Alerted occupants, occupants responded",,N  - None Present,1  - Wet - pipe sprinkler,3  - Fire too small to activate system,,0.0,1.0,Inner Richmond,"-122.458435, 37.775238",2005-11-12 09:16:02,2025-06-01 02:18:08
5085219,0,50852190,1483 Sutter Street,2005-11-12,53160076,2005-11-12 07:39:30,2005-11-12 07:42:30,2005-11-12 08:30:13,San Francisco,94115,B04,3,1352.0,3,10,0,0,0,0,T03,0,0,0,0,0,0,1,"113  -  Cooking fire, confined to container",,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,429  -  Multifamily dwellings,"83  -  Engine area, running gear, wheel area",2  -  Unintentional,11  -  Abandoned or discarded materials or p,"10  -  Misuse of material or product, other",60  -  Heat; other open flame/smoking materi,"81  -  Electrical wire, cable insulation",N  -  None,1  - Enclosed building,2  - In normal use,1.0,17  - Structural member or framing,2.0,1.0,0.0,0.0,0.0,N  - Not present,U  - Undetermined,U  - Undetermined,"1  - Alerted occupants, occupants responded",,N  - None Present,1  - Wet - pipe sprinkler,3  - Fire too small to activate system,,0.0,2.0,Western Addition,"-122.42471, 37.787103",2005-11-13 06:24:35,2025-06-01 02:18:08
5085220,0,50852200,17 Powell Street,2005-11-12,53160077,2005-11-12 07:40:22,2005-11-12 07:43:54,2005-11-12 08:16:35,San Francisco,94102,B03,1,1352.0,3,11,0,0,0,0,E01,0,0,0,0,0,0,1,"700  -  False alarm or false call, other",,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"449  -  Hotel/motel, commercial","83  -  Engine area, running gear, wheel area",2  -  Unintentional,11  -  Abandoned or discarded materials or p,"10  -  Misuse of material or product, other",60  -  Heat; other open flame/smoking materi,"81  -  Electrical wire, cable insulation",N  -  None,1  - Enclosed building,2  - In normal use,1.0,17  - Structural member or framing,2.0,1.0,0.0,0.0,0.0,N  - Not present,U  - Undetermined,U  - Undetermined,"1  - Alerted occupants, occupants responded",,N  - None Present,1  - Wet - pipe sprinkler,3  - Fire too small to activate system,,0.0,3.0,Tenderloin,"-122.407693, 37.78461",2005-11-13 08:31:28,2025-06-01 02:18:08
5085228,0,50852280,1071 Market Street,2005-11-12,53160089,2005-11-12 08:29:33,2005-11-12 08:33:48,2005-11-12 08:37:39,San Francisco,94105,B03,1,1352.0,1,4,0,0,0,0,E03,0,0,0,0,0,0,1,"118  -  Trash or rubbish fire, contained",,11  -  Extinguish,86  -  Investigate,86  -  Investigate,2  -  Detector did not alert occupants,963  -  Street or road in commercial area,"83  -  Engine area, running gear, wheel area",2  -  Unintentional,11  -  Abandoned or discarded materials or p,"10  -  Misuse of material or product, other",60  -  Heat; other open flame/smoking materi,"81  -  Electrical wire, cable insulation",N  -  None,1  - Enclosed building,2  - In normal use,1.0,17  - Structural member or framing,2.0,1.0,0.0,0.0,0.0,N  - Not present,U  - Undetermined,U  - Undetermined,"1  - Alerted occupants, occupants responded",,N  - None Present,1  - Wet - pipe sprinkler,3  - Fire too small to activate system,,0.0,6.0,South of Market,"-122.41146211, 37.78076546",2005-11-22 16:52:24,2025-06-01 02:18:08
5085233,0,50852330,222 Sansome Street,2005-11-12,53160094,2005-11-12 08:36:31,2005-11-12 08:39:02,2005-11-12 08:55:26,San Francisco,94111,B01,13,1352.0,3,11,0,0,0,0,E13,0,0,0,0,0,0,1,"743  -  Smoke detector, no fire, accidental",,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"449  -  Hotel/motel, commercial","83  -  Engine area, running gear, wheel area",2  -  Unintentional,11  -  Abandoned or discarded materials or p,"10  -  Misuse of material or product, other",60  -  Heat; other open flame/smoking materi,"81  -  Electrical wire, cable insulation",N  -  None,1  - Enclosed building,2  - In normal use,1.0,17  - Structural member or framing,2.0,1.0,0.0,0.0,0.0,N  - Not present,U  - Undetermined,U  - Undetermined,"1  - Alerted occupants, occupants responded",,N  - None Present,1  - Wet - pipe sprinkler,3  - Fire too small to activate system,,0.0,3.0,Financial District/South Beach,"-122.400901, 37.79237",2005-11-12 21:32:45,2025-06-01 02:18:08
5085236,0,50852360,1028 Ashbury Street,2005-11-12,53160101,2005-11-12 08:58:16,2005-11-12 09:02:55,2005-11-12 09:05:41,San Francisco,94117,B05,12,1352.0,3,11,0,0,0,0,E20,0,0,0,0,0,0,1,"730  -  System malfunction, other",,63  -  Restore fire alarm system,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,429  -  Multifamily dwellings,"83  -  Engine area, running gear, wheel area",2  -  Unintentional,11  -  Abandoned or discarded materials or p,"10  -  Misuse of material or product, other",60  -  Heat; other open flame/smoking materi,"81  -  Electrical wire, cable insulation",N  -  None,1  - Enclosed building,2  - In normal use,1.0,17  - Structural member or framing,2.0,1.0,0.0,0.0,0.0,N  - Not present,U  - Undetermined,U  - Undetermined,"1  - Alerted occupants, occupants responded",,N  - None Present,1  - Wet - pipe sprinkler,3  - Fire too small to activate system,,0.0,8.0,Haight Ashbury,"-122.4461079, 37.76373521",2005-11-12 16:50:18,2025-06-01 02:18:08
5085238,0,50852380,280nb Geneva Of / Geneva Avenue,2005-11-12,53160103,2005-11-12 09:05:15,2005-11-12 09:05:15,2005-11-12 10:44:57,San Francisco,94112,B09,15,1352.0,2,11,0,0,0,0,T15,0,0,0,0,0,0,1,"300  -  Rescue, EMS call, other",,81  -  Incident command,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"960  -  Street, other","83  -  Engine area, running gear, wheel area",2  -  Unintentional,11  -  Abandoned or discarded materials or p,"10  -  Misuse of material or product, other",60  -  Heat; other open flame/smoking materi,"81  -  Electrical wire, cable insulation",N  -  None,1  - Enclosed building,2  - In normal use,1.0,17  - Structural member or framing,2.0,1.0,0.0,0.0,0.0,N  - Not present,U  - Undetermined,U  - Undetermined,"1  - Alerted occupants, occupants responded",,N  - None Present,1  - Wet - pipe sprinkler,3  - Fire too small to activate system,,0.0,11.0,Outer Mission,"-122.447749, 37.721155",2005-11-12 16:26:10,2025-06-01 02:18:08
5085241,0,50852410,Hayes Street / Webster Street,2005-11-12,53160113,2005-11-12 09:36:45,2005-11-12 09:44:47,2005-11-12 10:47:51,San Francisco,94102,B02,5,1352.0,1,4,0,0,0,0,T05,0,0,0,0,0,0,1,"510  -  Person in distress, other",,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,174  -  Rapid transit station,"83  -  Engine area, running gear, wheel area",2  -  Unintentional,11  -  Abandoned or discarded materials or p,"10  -  Misuse of material or product, other",60  -  Heat; other open flame/smoking materi,"81  -  Electrical wire, cable insulation",N  -  None,1  - Enclosed building,2  - In normal use,1.0,17  - Structural member or framing,2.0,1.0,0.0,0.0,0.0,N  - Not present,U  - Undetermined,U  - Undetermined,"1  - Alerted occupants, occupants responded",,N  - None Present,1  - Wet - pipe sprinkler,3  - Fire too small to activate system,,0.0,5.0,Hayes Valley,"-122.429556, 37.776044",2005-11-12 11:58:22,2025-06-01 02:18:08
5085247,0,50852470,Otsego Avenue / San Juan Avenue,2005-11-12,53160122,2005-11-12 09:51:11,2005-11-12 09:55:18,2005-11-12 09:55:59,San Francisco,94112,B09,15,1352.0,2,9,0,0,0,0,T15,0,0,0,0,0,0,1,"711  -  Municipal alarm system, Street Box False",,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"962  -  Residential street, road or residential dr","83  -  Engine area, running gear, wheel area",2  -  Unintentional,11  -  Abandoned or discarded materials or p,"10  -  Misuse of material or product, other",60  -  Heat; other open flame/smoking materi,"81  -  Electrical wire, cable insulation",N  -  None,1  - Enclosed building,2  - In normal use,1.0,17  - Structural member or framing,2.0,1.0,0.0,0.0,0.0,N  - Not present,U  - Undetermined,U  - Undetermined,"1  - Alerted occupants, occupants responded",,N  - None Present,1  - Wet - pipe sprinkler,3  - Fire too small to activate system,,0.0,11.0,Outer Mission,"-122.439616, 37.725964",2005-11-12 12:11:49,2025-06-01 02:18:08
