geolocation,industry_description,number_of_establishments_2019,total_employment_at_2019,paid_employees_at_2019,workers_on_sub-contract_agreement_or_under_manpower_agencies_contractors_at_2019,total_revenue_2019,total_expense_2019,compensation_2019,other_expense_2019,value_added_2019,gross_additions_to_tangible_fixed_assets_2019,change_in_inventories_2019,sales_from_e-commerce_transactions_2019,subsidies_2019
Ilocos Region,"Libraries, archives, museums and other cultural activities",0,0,0,0,0,0,0,0,0,0,0,0,0
Ilocos Region,Gambling and betting activities,17,1081,1081,282,2717694,2076747,638876,1437871,1741556,228000,-2217,0,0
Ilocos Region,Sports activities,18,148,144,0,43198,35159,6968,28191,16062,0,-7174,0,0
Ilocos Region,Other amusement and recreation activities,31,269,232,0,86081,70604,19627,50977,63282,0,1476,0,0
Cagayan Valley,"Arts, Entertainment and Recreation",67,1438,1341,0,944844,710740,499270,211469,766704,0,-2986,0,0
Cagayan Valley,"Creative, arts and entertainment activities",0,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan Valley,"Libraries, archives, museums and other cultural activities",0,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan Valley,Gambling and betting activities,15,1037,1037,0,815055,608618,460769,147849,685186,0,0,0,0
Cagayan Valley,Sports activities,12,57,15,0,4388,3561,1132,2430,2145,0,-1039,0,0
Cagayan Valley,Other amusement and recreation activities,41,344,289,0,125400,98560,37370,61191,79373,0,-1946,0,0
Central Luzon,"Arts, Entertainment and Recreation",379,6259,6059,2518,14253050,11473273,1791540,9681732,5661096,1041022,-12109,0,0
Central Luzon,"Creative, arts and entertainment activities",7,144,70,0,6226,5106,3130,1976,4771,0,-291,0,0
Central Luzon,"Libraries, archives, museums and other cultural activities",5,307,307,25,72401,56043,39015,17029,54451,2371,0,0,0
Central Luzon,Gambling and betting activities,113,2915,2915,1353,9078226,7048372,1018998,6029374,3417086,121013,0,0,0
Central Luzon,Sports activities,46,1064,938,0,993221,806748,228855,577892,633052,204103,2754,0,0
Central Luzon,Other amusement and recreation activities,210,1830,1830,1140,4102976,3557004,501542,3055462,1551737,713535,-14572,0,0
Calabarzon,"Arts, Entertainment and Recreation",527,8915,8486,3817,33696340,28666270,2654813,26011457,9418937,7409737,12771,0,0
Calabarzon,"Creative, arts and entertainment activities",6,344,217,0,7975,6922,6083,839,7387,0,-16,0,0
Calabarzon,"Libraries, archives, museums and other cultural activities",3,96,90,0,19146,15032,6245,8787,21519,0,-10001,0,0
Calabarzon,Gambling and betting activities,184,2886,2620,762,26089926,22501995,1099279,21402715,5243524,16867,2908,0,0
Calabarzon,Sports activities,70,3126,3096,2585,5222734,4286250,1078343,3207907,2706873,599791,-5365,0,0
Calabarzon,Other amusement and recreation activities,263,2463,2463,470,2356559,1856071,464863,1391209,1439634,6793079,25246,0,0
Mimaropa Region,"Arts, Entertainment and Recreation",102,1344,1264,0,598327,480866,150469,330397,378428,1519,4204,0,0
Mimaropa Region,"Creative, arts and entertainment activities",0,0,0,0,0,0,0,0,0,0,0,0,0
Mimaropa Region,"Libraries, archives, museums and other cultural activities",7,111,111,0,24715,23834,11003,12831,11588,0,1830,0,0
Mimaropa Region,Gambling and betting activities,16,143,143,0,29466,23597,11415,12182,17583,0,-1,0,0
Mimaropa Region,Sports activities,23,168,88,0,44177,33047,8056,24991,25569,0,92,0,0
Mimaropa Region,Other amusement and recreation activities,56,922,922,0,499968,400388,119996,280392,323687,1519,2283,0,0
Bicol Region,"Arts, Entertainment and Recreation",133,1606,1529,32,907974,753890,295159,458731,496230,37730,-20,0,0
Bicol Region,"Creative, arts and entertainment activities",0,0,0,0,0,0,0,0,0,0,0,0,0
Bicol Region,"Libraries, archives, museums and other cultural activities",4,94,91,8,16074,12302,6992,5310,11228,20,0,0,0
Bicol Region,Gambling and betting activities,42,464,464,0,496561,419366,50622,368743,145762,31797,-20,0,0
Bicol Region,Sports activities,18,98,84,0,11755,9665,6049,3616,10164,589,0,0,0
Bicol Region,Other amusement and recreation activities,69,950,890,24,383584,312558,231495,81062,329076,5324,0,0,0
Western Visayas,"Arts, Entertainment and Recreation",225,3843,3804,2520,5197158,4106327,730677,3375650,2252665,27853,8666,0,0
Western Visayas,"Creative, arts and entertainment activities",0,0,0,0,0,0,0,0,0,0,0,0,0
Western Visayas,"Libraries, archives, museums and other cultural activities",9,101,89,0,44793,36147,19293,16855,29362,2,-1,0,0
Western Visayas,Gambling and betting activities,56,1014,1014,2441,3458254,2707100,305394,2401706,1335065,27851,2740,0,0
Western Visayas,Sports activities,39,478,450,0,558201,401405,111672,289733,280840,0,-181,0,0
Western Visayas,Other amusement and recreation activities,122,2250,2250,79,1135910,961674,294318,667357,607398,0,6109,0,0
Central Visayas,"Arts, Entertainment and Recreation",354,6528,6249,92,7508400,6083296,1465816,4617480,3650283,485188,5809,58780,0
Central Visayas,"Creative, arts and entertainment activities",0,0,0,0,0,0,0,0,0,0,0,0,0
Central Visayas,"Libraries, archives, museums and other cultural activities",11,450,429,22,409209,290336,173209,117126,338079,238077,-34,18691,0
Central Visayas,Gambling and betting activities,72,1404,1404,0,4262352,3412374,525753,2886621,1738851,138701,1253,0,0
Central Visayas,Sports activities,49,1003,895,46,838654,741797,156744,585053,443246,7536,-505,0,0
Central Visayas,Other amusement and recreation activities,222,3671,3521,24,1998185,1638788,610110,1028679,1130106,100874,5095,40089,0
Eastern Visayas,"Arts, Entertainment and Recreation",91,1189,1114,310,499517,414989,75089,339900,200343,10294,-71,0,0
Eastern Visayas,"Creative, arts and entertainment activities",0,0,0,0,0,0,0,0,0,0,0,0,0
Eastern Visayas,"Libraries, archives, museums and other cultural activities",0,0,0,0,0,0,0,0,0,0,0,0,0
Eastern Visayas,Gambling and betting activities,19,49,49,30,291637,240490,4381,236109,55996,0,-64,0,0
Eastern Visayas,Sports activities,30,249,249,280,34856,29488,11910,17578,21855,191,0,0,0
Eastern Visayas,Other amusement and recreation activities,43,892,816,0,173024,145011,58797,86214,122492,10103,-7,0,0
Zamboanga Peninsula,"Arts, Entertainment and Recreation",76,810,714,31,318220,264842,162301,102542,239223,530,22,0,0
Zamboanga Peninsula,"Creative, arts and entertainment activities",0,0,0,0,0,0,0,0,0,0,0,0,0
Zamboanga Peninsula,"Libraries, archives, museums and other cultural activities",0,0,0,0,0,0,0,0,0,0,0,0,0
Zamboanga Peninsula,Gambling and betting activities,32,115,115,31,50677,42577,18094,24483,29101,0,48,0,0
Zamboanga Peninsula,Sports activities,19,152,66,0,19916,16273,5423,10850,13828,530,0,0,0
Zamboanga Peninsula,Other amusement and recreation activities,25,543,533,0,247626,205992,138784,67208,196294,0,-26,0,0
Northern Mindanao,"Arts, Entertainment and Recreation",159,1976,1823,88,1080784,927809,262470,665339,558120,163974,751,0,0
Northern Mindanao,"Creative, arts and entertainment activities",0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Mindanao,"Libraries, archives, museums and other cultural activities",3,221,221,0,100612,89957,15128,74829,36804,1896,209,0,0
Northern Mindanao,Gambling and betting activities,64,545,527,0,714718,614672,117268,497404,321447,0,0,0,0
Northern Mindanao,Sports activities,28,442,324,0,51874,40864,22682,18182,38224,577,0,0,0
Northern Mindanao,Other amusement and recreation activities,63,768,751,88,213580,182315,107391,74924,161646,161500,542,0,0
Davao Region,"Arts, Entertainment and Recreation",232,4743,4572,95,2577043,2013003,710935,1302068,1380363,77159,19389,0,0
Davao Region,"Creative, arts and entertainment activities",0,0,0,0,0,0,0,0,0,0,0,0,0
Davao Region,"Libraries, archives, museums and other cultural activities",8,279,257,15,39043,35536,13472,22064,19681,0,34,0,0
Davao Region,Gambling and betting activities,69,868,868,0,1369307,1022980,298197,724782,652339,0,3069,0,0
Davao Region,Sports activities,22,568,556,80,244652,201123,59716,141407,169383,30,-241,0,0
Davao Region,Other amusement and recreation activities,133,3028,2892,0,924042,753364,339550,413814,538960,77129,16527,0,0
Soccsksargen,"Arts, Entertainment and Recreation",86,1174,1129,145,592927,491479,148935,342544,293958,9610,806,0,0
Soccsksargen,"Creative, arts and entertainment activities",0,0,0,0,0,0,0,0,0,0,0,0,0
Soccsksargen,"Libraries, archives, museums and other cultural activities",0,0,0,0,0,0,0,0,0,0,0,0,0
Soccsksargen,Gambling and betting activities,23,102,97,0,101276,88467,10220,78246,28232,1197,195,0,0
Soccsksargen,Sports activities,14,125,85,0,11158,9805,3975,5829,5847,0,-121,0,0
Soccsksargen,Other amusement and recreation activities,49,948,948,145,480493,393208,134740,258468,259878,8413,732,0,0
Caraga,"Arts, Entertainment and Recreation",52,785,776,0,662942,534752,75422,459330,243186,660,4412,0,732
Caraga,"Creative, arts and entertainment activities",0,0,0,0,0,0,0,0,0,0,0,0,0
Caraga,"Libraries, archives, museums and other cultural activities",0,0,0,0,0,0,0,0,0,0,0,0,0
Caraga,Gambling and betting activities,14,346,346,0,482809,392506,39190,353315,152313,544,18,0,0
Caraga,Sports activities,7,53,45,0,10865,8569,4671,3898,8692,117,-2,0,0
Caraga,Other amusement and recreation activities,31,386,386,0,169268,133677,31561,102116,82181,0,4396,0,732
Autonomous Region in Muslim Mindanao,"Arts, Entertainment and Recreation",0,0,0,0,0,0,0,0,0,0,0,0,0
Autonomous Region in Muslim Mindanao,"Creative, arts and entertainment activities",0,0,0,0,0,0,0,0,0,0,0,0,0
Autonomous Region in Muslim Mindanao,"Libraries, archives, museums and other cultural activities",0,0,0,0,0,0,0,0,0,0,0,0,0
Autonomous Region in Muslim Mindanao,Gambling and betting activities,0,0,0,0,0,0,0,0,0,0,0,0,0
Autonomous Region in Muslim Mindanao,Sports activities,0,0,0,0,0,0,0,0,0,0,0,0,0
Autonomous Region in Muslim Mindanao,Other amusement and recreation activities,0,0,0,0,0,0,0,0,0,0,0,0,0
